airport,n_truth,n_predicted_here,n_correct,n_assigned,role,recall,count_ratio
LTCV,11,0,0,0,arrivals,0.0,0.0
EKSB,10,10,10,10,departures,1.0,1.0
LIPK,10,8,8,8,departures,0.8,0.8
LIMP,10,10,10,10,departures,1.0,1.0
LGIO,10,9,9,9,departures,0.9,0.9
LQMO,10,0,0,1,departures,0.0,0.1
LFMV,10,9,9,10,departures,0.9,1.0
LGIK,10,9,0,0,departures,0.0,0.0
DAAE,10,3,3,3,departures,0.3,0.3
ESNZ,10,8,8,8,departures,0.8,0.8
EHGG,10,10,10,10,departures,1.0,1.0
EKOD,10,9,9,9,arrivals,0.9,0.9
LIPK,10,8,8,8,arrivals,0.8,0.8
LDSB,10,0,0,1,arrivals,0.0,0.1
EHGG,10,10,10,11,arrivals,1.0,1.1
LFCR,10,10,10,10,arrivals,1.0,1.0
DAAE,10,4,4,5,arrivals,0.4,0.5
ENNA,9,8,0,0,departures,0.0,0.0
LBPD,9,3,3,3,departures,0.3333333333333333,0.3333333333333333
GMMI,9,0,0,1,departures,0.0,0.1111111111111111
LDSB,9,0,0,0,departures,0.0,0.0
LTCO,9,0,0,0,departures,0.0,0.0
LFCR,9,9,9,9,departures,1.0,1.0
EDTY,9,9,9,9,departures,1.0,1.0
ESKN,9,7,7,7,departures,0.7777777777777778,0.7777777777777778
ESTA,9,9,8,8,departures,0.8888888888888888,0.8888888888888888
GMFK,9,3,0,0,departures,0.0,0.0
LTBR,9,9,9,10,departures,1.0,1.1111111111111112
LICB,9,9,9,9,departures,1.0,1.0
ENMS,9,3,0,0,departures,0.0,0.0
LKPD,9,9,9,13,departures,1.0,1.4444444444444444
ESNZ,9,7,7,7,arrivals,0.7777777777777778,0.7777777777777778
UUBW,9,1,0,0,arrivals,0.0,0.0
URML,9,0,0,0,arrivals,0.0,0.0
GMMI,9,0,0,3,arrivals,0.0,0.3333333333333333
ENMS,9,8,0,0,arrivals,0.0,0.0
LRBV,9,9,9,9,arrivals,1.0,1.0
DAON,9,9,5,5,arrivals,0.5555555555555556,0.5555555555555556
EGNR,9,8,4,4,arrivals,0.4444444444444444,0.4444444444444444
LTCO,9,1,0,0,arrivals,0.0,0.0
ESKN,9,6,5,6,arrivals,0.5555555555555556,0.6666666666666666
LQMO,9,1,0,4,arrivals,0.0,0.4444444444444444
ENAN,9,9,0,0,arrivals,0.0,0.0
LGIK,9,7,0,0,arrivals,0.0,0.0
GMFK,9,4,0,0,arrivals,0.0,0.0
LTBR,9,7,7,11,arrivals,0.7777777777777778,1.2222222222222223
EKRK,9,9,9,9,arrivals,1.0,1.0
BIEG,8,0,0,0,departures,0.0,0.0
LFOT,8,8,8,8,departures,1.0,1.0
LFRG,8,8,8,10,departures,1.0,1.25
LQTZ,8,7,7,9,departures,0.875,1.125
ENJS,8,0,0,0,departures,0.0,0.0
EFMA,8,2,2,2,departures,0.25,0.25
EGPR,8,2,0,0,departures,0.0,0.0
UBBG,8,0,0,0,departures,0.0,0.0
LDOS,8,3,3,3,departures,0.375,0.375
LSMP,8,8,7,8,departures,0.875,1.0
DAON,8,3,3,3,departures,0.375,0.375
EPSY,8,7,7,8,departures,0.875,1.0
EGPI,8,7,5,5,departures,0.625,0.625
ESMX,8,6,6,6,departures,0.75,0.75
EFTP,8,5,5,5,departures,0.625,0.625
EDHI,8,8,0,0,departures,0.0,0.0
LFSL,8,8,8,8,departures,1.0,1.0
EDLN,8,8,4,4,departures,0.5,0.5
LGST,8,2,0,0,departures,0.0,0.0
LEBZ,8,7,7,7,departures,0.875,0.875
EBKT,8,8,8,8,arrivals,1.0,1.0
ENNA,8,7,0,0,arrivals,0.0,0.0
LQTZ,8,7,7,8,arrivals,0.875,1.0
EFMA,8,2,2,2,arrivals,0.25,0.25
LFSL,8,8,8,8,arrivals,1.0,1.0
LSMP,8,8,7,7,arrivals,0.875,0.875
EGPI,8,8,1,2,arrivals,0.125,0.25
ESMX,8,4,4,5,arrivals,0.5,0.625
ESTA,8,8,4,4,arrivals,0.5,0.5
LFLB,8,8,8,8,arrivals,1.0,1.0
LKPD,8,7,7,12,arrivals,0.875,1.5
BIEG,8,0,0,0,arrivals,0.0,0.0
LFOT,8,8,8,9,arrivals,1.0,1.125
LDOS,8,4,4,4,arrivals,0.5,0.5
LGST,8,2,0,0,arrivals,0.0,0.0
ESSL,7,7,6,7,departures,0.8571428571428571,1.0
LHDC,7,6,6,7,departures,0.8571428571428571,1.0
EGPL,7,0,0,0,departures,0.0,0.0
UUBW,7,1,0,0,departures,0.0,0.0
EKOD,7,7,7,7,departures,1.0,1.0
BIIS,7,6,0,0,departures,0.0,0.0
EIDL,7,7,7,7,departures,1.0,1.0
OITT,7,0,0,0,departures,0.0,0.0
LTCW,7,0,0,0,departures,0.0,0.0
EDRY,7,7,0,0,departures,0.0,0.0
ENNM,7,6,0,0,departures,0.0,0.0
ESNQ,7,6,6,6,departures,0.8571428571428571,0.8571428571428571
HEBA,7,7,7,7,departures,1.0,1.0
LIBF,7,0,0,0,departures,0.0,0.0
EDTL,7,7,7,7,departures,1.0,1.0
DABB,7,0,0,0,arrivals,0.0,0.0
BIIS,7,4,0,0,arrivals,0.0,0.0
LIMP,7,5,5,5,arrivals,0.7142857142857143,0.7142857142857143
LEBZ,7,7,7,7,arrivals,1.0,1.0
EGPR,7,1,0,3,arrivals,0.0,0.42857142857142855
LTCW,7,0,0,0,arrivals,0.0,0.0
EDTY,7,7,7,8,arrivals,1.0,1.1428571428571428
EGPL,7,4,0,0,arrivals,0.0,0.0
EIDL,7,7,7,7,arrivals,1.0,1.0
OITT,7,0,0,0,arrivals,0.0,0.0
EDTL,7,7,7,7,arrivals,1.0,1.0
EDHI,7,7,0,0,arrivals,0.0,0.0
ENJS,7,1,0,0,arrivals,0.0,0.0
ESNQ,7,6,6,6,arrivals,0.8571428571428571,0.8571428571428571
DABB,6,0,0,0,departures,0.0,0.0
ENDU,6,2,2,15,departures,0.3333333333333333,2.5
EDHL,6,6,6,6,departures,1.0,1.0
EHJA,6,6,0,0,departures,0.0,0.0
HEMM,6,0,0,0,departures,0.0,0.0
ESNL,6,0,0,0,departures,0.0,0.0
EFJO,6,6,6,6,departures,1.0,1.0
ENRM,6,6,6,14,departures,1.0,2.3333333333333335
EFIV,6,2,0,0,departures,0.0,0.0
EDVK,6,4,4,4,departures,0.6666666666666666,0.6666666666666666
HEAL,6,1,1,1,departures,0.16666666666666666,0.16666666666666666
EGPU,6,2,0,0,departures,0.0,0.0
ESOE,6,6,6,6,departures,1.0,1.0
ESKM,6,3,0,0,departures,0.0,0.0
ENSO,6,6,6,6,departures,1.0,1.0
ESNK,6,0,0,0,departures,0.0,0.0
LPVZ,6,6,0,0,departures,0.0,0.0
LTCU,6,0,0,0,departures,0.0,0.0
LPPM,6,6,6,7,departures,1.0,1.1666666666666667
URML,6,0,0,0,departures,0.0,0.0
EGNR,6,6,4,4,departures,0.6666666666666666,0.6666666666666666
EFKE,6,2,0,0,departures,0.0,0.0
LHDC,6,3,3,5,arrivals,0.5,0.8333333333333334
LFEC,6,0,0,0,arrivals,0.0,0.0
EDHL,6,6,6,6,arrivals,1.0,1.0
LGLE,6,6,0,0,arrivals,0.0,0.0
ESNL,6,0,0,0,arrivals,0.0,0.0
ENRM,6,6,6,21,arrivals,1.0,3.5
EFIV,6,2,0,0,arrivals,0.0,0.0
EDVK,6,4,4,5,arrivals,0.6666666666666666,0.8333333333333334
ENLE,6,2,0,0,arrivals,0.0,0.0
HEAL,6,4,2,2,arrivals,0.3333333333333333,0.3333333333333333
EDRY,6,5,0,0,arrivals,0.0,0.0
ENNM,6,5,0,0,arrivals,0.0,0.0
LIMZ,6,6,6,6,arrivals,1.0,1.0
EGPU,6,2,1,3,arrivals,0.16666666666666666,0.5
EFTP,6,4,4,4,arrivals,0.6666666666666666,0.6666666666666666
ESOE,6,6,6,7,arrivals,1.0,1.1666666666666667
HEBA,6,5,5,7,arrivals,0.8333333333333334,1.1666666666666667
LWOH,6,0,0,3,arrivals,0.0,0.5
ESKM,6,3,0,0,arrivals,0.0,0.0
EFJO,6,6,4,4,arrivals,0.6666666666666666,0.6666666666666666
ESNK,6,0,0,1,arrivals,0.0,0.16666666666666666
LFLI,6,6,0,0,arrivals,0.0,0.0
LTCU,6,0,0,0,arrivals,0.0,0.0
ESSL,6,6,6,7,arrivals,1.0,1.1666666666666667
ENSO,6,6,6,8,arrivals,1.0,1.3333333333333333
EFJY,5,5,5,5,departures,1.0,1.0
GMMZ,5,2,0,0,departures,0.0,0.0
LGLE,5,4,0,0,departures,0.0,0.0
ESNX,5,0,0,0,departures,0.0,0.0
ENRS,5,5,0,0,departures,0.0,0.0
ORMM,5,5,5,5,departures,1.0,1.0
LGKC,5,0,0,0,departures,0.0,0.0
EDAH,5,3,3,3,departures,0.6,0.6
LTCL,5,0,0,0,departures,0.0,0.0
EGEC,5,0,0,2,departures,0.0,0.4
DAAS,5,0,0,0,departures,0.0,0.0
LWOH,5,1,1,2,departures,0.2,0.4
LRTM,5,5,5,6,departures,1.0,1.2
LGKY,5,5,0,0,departures,0.0,0.0
EFKI,5,5,5,5,departures,1.0,1.0
LIMZ,5,5,5,5,departures,1.0,1.0
EEKE,5,5,5,5,departures,1.0,1.0
ENHE,5,0,0,0,departures,0.0,0.0
LTAW,5,0,0,1,departures,0.0,0.2
ENFB,5,0,0,0,departures,0.0,0.0
EFKK,5,5,5,5,departures,1.0,1.0
LTCM,5,2,0,0,departures,0.0,0.0
EEKA,5,0,0,0,departures,0.0,0.0
ENLE,5,2,0,0,departures,0.0,0.0
ESNG,5,0,0,0,departures,0.0,0.0
LFLI,5,5,0,0,departures,0.0,0.0
LFJL,5,4,4,4,departures,0.8,0.8
ESGT,5,2,2,2,departures,0.4,0.4
LFEC,5,0,0,0,departures,0.0,0.0
EETU,5,5,4,4,departures,0.8,0.8
ESDF,5,5,5,5,departures,1.0,1.0
LFLB,5,5,5,6,departures,1.0,1.2
GMMZ,5,2,0,0,arrivals,0.0,0.0
LRTM,5,4,2,31,arrivals,0.4,6.2
ENDU,5,4,4,9,arrivals,0.8,1.8
LESA,5,5,5,5,arrivals,1.0,1.0
EGVN,5,2,2,2,arrivals,0.4,0.4
HEMM,5,0,0,0,arrivals,0.0,0.0
LFRG,5,5,5,9,arrivals,1.0,1.8
ENRS,5,4,0,0,arrivals,0.0,0.0
LTCM,5,0,0,0,arrivals,0.0,0.0
EEKA,5,0,0,1,arrivals,0.0,0.2
ENOA,5,2,0,0,arrivals,0.0,0.0
UBBG,5,0,0,0,arrivals,0.0,0.0
EPSY,5,4,2,5,arrivals,0.4,1.0
LTCL,5,0,0,0,arrivals,0.0,0.0
LSZS,5,5,5,5,arrivals,1.0,1.0
EEKE,5,5,5,5,arrivals,1.0,1.0
URMG,5,0,0,0,arrivals,0.0,0.0
LTAW,5,0,0,1,arrivals,0.0,0.2
EGEC,5,0,0,7,arrivals,0.0,1.4
EKDF,5,5,0,0,arrivals,0.0,0.0
LGKC,5,0,0,0,arrivals,0.0,0.0
EDAH,5,3,3,9,arrivals,0.6,1.8
ESNG,5,0,0,0,arrivals,0.0,0.0
LPVZ,5,5,2,3,arrivals,0.4,0.6
EFKI,5,5,5,5,arrivals,1.0,1.0
LPPM,5,5,5,8,arrivals,1.0,1.6
ENHE,5,0,0,0,arrivals,0.0,0.0
DAAS,5,1,1,1,arrivals,0.2,0.2
ORMM,5,1,1,1,arrivals,0.2,0.2
LFJL,5,5,5,5,arrivals,1.0,1.0
LGSO,4,4,0,0,departures,0.0,0.0
ESMT,4,3,3,4,departures,0.75,1.0
ESOH,4,4,0,0,departures,0.0,0.0
ESOK,4,1,1,1,departures,0.25,0.25
LFRH,4,4,4,4,departures,1.0,1.0
EPRA,4,4,4,4,departures,1.0,1.0
LESA,4,4,4,4,departures,1.0,1.0
LESU,4,4,4,4,departures,1.0,1.0
EDQG,4,4,0,0,departures,0.0,0.0
LGBL,4,4,4,4,departures,1.0,1.0
LFRD,4,4,4,4,departures,1.0,1.0
LECU,4,3,3,3,departures,0.75,0.75
UWSG,4,1,1,1,departures,0.25,0.25
LEVD,4,4,4,4,departures,1.0,1.0
ESSP,4,4,4,4,departures,1.0,1.0
LKCS,4,4,4,4,departures,1.0,1.0
LZTT,4,4,4,4,departures,1.0,1.0
ENGC,4,0,0,0,departures,0.0,0.0
ESMQ,4,4,4,5,departures,1.0,1.25
ESND,4,0,0,0,departures,0.0,0.0
EDAZ,4,4,0,0,departures,0.0,0.0
LTFC,4,0,0,4,departures,0.0,1.0
LFLW,4,0,0,0,departures,0.0,0.0
LGKS,4,0,0,0,departures,0.0,0.0
ESNV,4,0,0,0,departures,0.0,0.0
EFKT,4,1,1,1,departures,0.25,0.25
LFOZ,4,4,0,0,departures,0.0,0.0
LFRT,4,4,3,3,departures,0.75,0.75
LKHK,4,4,0,0,departures,0.0,0.0
LSZA,4,4,4,4,departures,1.0,1.0
ENRO,4,4,4,4,departures,1.0,1.0
LFCK,4,4,4,4,departures,1.0,1.0
LTAP,4,0,0,0,departures,0.0,0.0
LFPN,4,4,0,0,departures,0.0,0.0
LSGL,4,3,0,0,departures,0.0,0.0
ENSR,4,0,0,28,departures,0.0,7.0
ESGJ,4,1,1,1,departures,0.25,0.25
EPZG,4,4,4,4,departures,1.0,1.0
ORKK,4,0,0,0,departures,0.0,0.0
URWW,4,0,0,0,departures,0.0,0.0
EKDF,4,3,0,0,departures,0.0,0.0
LJPZ,4,3,2,2,departures,0.5,0.5
ESDF,4,4,4,8,arrivals,1.0,2.0
EFJY,4,4,4,4,arrivals,1.0,1.0
ESOH,4,3,0,0,arrivals,0.0,0.0
EETU,4,3,3,3,arrivals,0.75,0.75
EDQG,4,4,0,0,arrivals,0.0,0.0
EFKK,4,4,4,4,arrivals,1.0,1.0
ESNX,4,0,0,0,arrivals,0.0,0.0
EDRZ,4,4,0,0,arrivals,0.0,0.0
LSZA,4,4,4,4,arrivals,1.0,1.0
ESSP,4,4,4,4,arrivals,1.0,1.0
LKCS,4,4,4,6,arrivals,1.0,1.5
EFKE,4,1,0,0,arrivals,0.0,0.0
LFCK,4,4,4,4,arrivals,1.0,1.0
ENGC,4,0,0,0,arrivals,0.0,0.0
ESND,4,0,0,0,arrivals,0.0,0.0
EDAZ,4,4,0,0,arrivals,0.0,0.0
LTAP,4,0,0,0,arrivals,0.0,0.0
ENXO,4,1,0,0,arrivals,0.0,0.0
LFLW,4,0,0,0,arrivals,0.0,0.0
ESNV,4,0,0,0,arrivals,0.0,0.0
EFKT,4,1,1,1,arrivals,0.25,0.25
LFLX,4,4,3,3,arrivals,0.75,0.75
EGNO,4,4,4,5,arrivals,1.0,1.25
LGSO,4,4,0,0,arrivals,0.0,0.0
LTAS,4,3,3,4,arrivals,0.75,1.0
ESOK,4,1,1,1,arrivals,0.25,0.25
LFRH,4,4,4,4,arrivals,1.0,1.0
LGBL,4,2,2,2,arrivals,0.5,0.5
LKHK,4,4,0,0,arrivals,0.0,0.0
UWSG,4,1,1,1,arrivals,0.25,0.25
LGPL,4,4,0,0,arrivals,0.0,0.0
LGKY,4,4,0,0,arrivals,0.0,0.0
LEVD,4,4,4,4,arrivals,1.0,1.0
LZTT,4,4,4,4,arrivals,1.0,1.0
ENQG,4,0,0,0,arrivals,0.0,0.0
LSGL,4,3,0,0,arrivals,0.0,0.0
ESGT,4,1,1,1,arrivals,0.25,0.25
ENSR,4,0,0,59,arrivals,0.0,14.75
URMO,4,0,0,1,arrivals,0.0,0.25
ESGJ,4,1,1,1,arrivals,0.25,0.25
ENQS,4,0,0,0,arrivals,0.0,0.0
LDLO,4,2,0,0,arrivals,0.0,0.0
LTFC,4,1,1,9,arrivals,0.25,2.25
LRBM,4,3,0,1,arrivals,0.0,0.25
LGKS,4,0,0,0,arrivals,0.0,0.0
LZPP,4,4,4,4,arrivals,1.0,1.0
EHLL,4,4,0,0,arrivals,0.0,0.0
GMTA,3,3,3,3,departures,1.0,1.0
URMO,3,0,0,0,departures,0.0,0.0
ENQA,3,2,0,0,departures,0.0,0.0
LFBI,3,3,3,3,departures,1.0,1.0
EGMD,3,3,2,2,departures,0.6666666666666666,0.6666666666666666
LFHP,3,3,0,0,departures,0.0,0.0
EFKS,3,0,0,0,departures,0.0,0.0
ESNN,3,3,3,3,departures,1.0,1.0
LELN,3,3,3,3,departures,1.0,1.0
LGSY,3,0,0,0,departures,0.0,0.0
BIBD,3,3,1,1,departures,0.3333333333333333,0.3333333333333333
ETAR,3,3,3,3,departures,1.0,1.0
ENWS,3,0,0,0,departures,0.0,0.0
OSDI,3,0,0,0,departures,0.0,0.0
LTAL,3,0,0,0,departures,0.0,0.0
LPBJ,3,2,2,2,departures,0.6666666666666666,0.6666666666666666
ENXO,3,1,0,0,departures,0.0,0.0
EDTM,3,3,3,3,departures,1.0,1.0
URMG,3,1,0,0,departures,0.0,0.0
EGNO,3,3,3,3,departures,1.0,1.0
EKHA,3,3,0,0,departures,0.0,0.0
ENOL,3,1,1,1,departures,0.3333333333333333,0.3333333333333333
ENOA,3,0,0,0,departures,0.0,0.0
ESUP,3,0,0,0,departures,0.0,0.0
LFLS,3,3,3,3,departures,1.0,1.0
LSZS,3,3,3,3,departures,1.0,1.0
BIHN,3,0,0,0,departures,0.0,0.0
LFAT,3,2,2,2,departures,0.6666666666666666,0.6666666666666666
LRBM,3,1,0,0,departures,0.0,0.0
LRCK,3,3,2,2,departures,0.6666666666666666,0.6666666666666666
ENWV,3,0,0,0,departures,0.0,0.0
LTBH,3,3,3,3,departures,1.0,1.0
ESNO,3,1,1,1,departures,0.3333333333333333,0.3333333333333333
DTTX,3,0,0,0,departures,0.0,0.0
UDSG,3,0,0,0,departures,0.0,0.0
ENWY,3,0,0,0,departures,0.0,0.0
ENSL,3,0,0,0,departures,0.0,0.0
OJAM,3,0,0,5,departures,0.0,1.6666666666666667
LDLO,3,1,0,0,departures,0.0,0.0
ENSE,3,0,0,0,departures,0.0,0.0
ENQO,3,2,0,0,departures,0.0,0.0
ENOC,3,0,0,0,departures,0.0,0.0
EGLK,3,3,3,3,departures,1.0,1.0
ESOW,3,3,3,3,departures,1.0,1.0
LTAS,3,0,0,0,departures,0.0,0.0
EGNH,3,3,3,3,departures,1.0,1.0
GMMB,3,1,0,0,departures,0.0,0.0
EDGS,3,3,3,3,departures,1.0,1.0
LSZC,3,3,0,0,departures,0.0,0.0
ENQA,3,3,0,0,arrivals,0.0,0.0
EPRA,3,3,3,6,arrivals,1.0,2.0
EHJA,3,3,0,0,arrivals,0.0,0.0
LECU,3,3,3,3,arrivals,1.0,1.0
ESNO,3,1,0,17,arrivals,0.0,5.666666666666667
LELN,3,3,3,3,arrivals,1.0,1.0
LGSY,3,0,0,0,arrivals,0.0,0.0
ENRO,3,3,3,3,arrivals,1.0,1.0
ENWS,3,0,0,0,arrivals,0.0,0.0
UDSG,3,0,0,0,arrivals,0.0,0.0
ESUT,3,0,0,0,arrivals,0.0,0.0
ESMQ,3,3,3,14,arrivals,1.0,4.666666666666667
LTAL,3,0,0,0,arrivals,0.0,0.0
OJAM,3,2,1,48,arrivals,0.3333333333333333,16.0
BIHN,3,0,0,0,arrivals,0.0,0.0
EHFB,3,0,0,0,arrivals,0.0,0.0
LFOH,3,3,0,0,arrivals,0.0,0.0
EDTM,3,3,3,3,arrivals,1.0,1.0
ULAA,3,0,0,0,arrivals,0.0,0.0
ESOW,3,3,3,3,arrivals,1.0,1.0
EKHA,3,3,0,0,arrivals,0.0,0.0
LFRD,3,3,3,3,arrivals,1.0,1.0
EFKS,3,0,0,0,arrivals,0.0,0.0
DTTX,3,0,0,0,arrivals,0.0,0.0
BIBD,3,2,0,0,arrivals,0.0,0.0
OSDI,3,0,0,0,arrivals,0.0,0.0
EGNH,3,2,2,2,arrivals,0.6666666666666666,0.6666666666666666
LFOZ,3,3,0,0,arrivals,0.0,0.0
ENFB,3,0,0,0,arrivals,0.0,0.0
GMTA,3,3,3,3,arrivals,1.0,1.0
ESMT,3,3,2,7,arrivals,0.6666666666666666,2.3333333333333335
ENWV,3,0,0,0,arrivals,0.0,0.0
LFRC,3,3,3,4,arrivals,1.0,1.3333333333333333
LFLU,3,3,3,4,arrivals,1.0,1.3333333333333333
LFBI,3,3,2,2,arrivals,0.6666666666666666,0.6666666666666666
LFHP,3,2,0,0,arrivals,0.0,0.0
ESUP,3,0,0,0,arrivals,0.0,0.0
ENWY,3,0,0,0,arrivals,0.0,0.0
LFLS,3,2,2,2,arrivals,0.6666666666666666,0.6666666666666666
ENSL,3,0,0,0,arrivals,0.0,0.0
GMMB,3,2,0,0,arrivals,0.0,0.0
URWW,3,0,0,0,arrivals,0.0,0.0
LFMQ,3,3,3,3,arrivals,1.0,1.0
LTBH,3,3,3,3,arrivals,1.0,1.0
ENOC,3,2,0,0,arrivals,0.0,0.0
EDGS,3,3,3,3,arrivals,1.0,1.0
EPZG,3,1,1,4,arrivals,0.3333333333333333,1.3333333333333333
LDRG,2,1,0,0,departures,0.0,0.0
ENQE,2,1,0,0,departures,0.0,0.0
LFOK,2,2,2,2,departures,1.0,1.0
LEGT,2,2,2,2,departures,1.0,1.0
ENGA,2,0,0,0,departures,0.0,0.0
LEAB,2,2,2,2,departures,1.0,1.0
LFLU,2,2,2,2,departures,1.0,1.0
EGVN,2,2,2,2,departures,1.0,1.0
LIBG,2,0,0,0,departures,0.0,0.0
LTBZ,2,2,0,0,departures,0.0,0.0
EIWF,2,2,1,1,departures,0.5,0.5
EGNL,2,2,2,3,departures,1.0,1.5
EHPK,2,2,0,0,departures,0.0,0.0
DAUB,2,0,0,0,departures,0.0,0.0
DAOI,2,2,2,2,departures,1.0,1.0
EGFE,2,2,2,2,departures,1.0,1.0
GMMD,2,0,0,0,departures,0.0,0.0
LFLX,2,2,2,2,departures,1.0,1.0
LSTS,2,2,0,0,departures,0.0,0.0
LGKJ,2,0,0,0,departures,0.0,0.0
LFMQ,2,2,2,2,departures,1.0,1.0
EHKJ,2,2,0,0,departures,0.0,0.0
ESST,2,2,2,5,departures,1.0,2.5
GMAT,2,1,0,0,departures,0.0,0.0
LSGC,2,2,2,2,departures,1.0,1.0
LFRV,2,2,2,2,departures,1.0,1.0
ENQJ,2,1,0,0,departures,0.0,0.0
LFGA,2,1,1,1,departures,0.5,0.5
ORNI,2,0,0,0,departures,0.0,0.0
ESUT,2,0,0,0,departures,0.0,0.0
LFQG,2,2,1,1,departures,0.5,0.5
ENQD,2,1,0,0,departures,0.0,0.0
LTBY,2,1,1,1,departures,0.5,0.5
OENN,2,0,0,0,departures,0.0,0.0
ETND,2,2,2,2,departures,1.0,1.0
ENXW,2,1,0,0,departures,0.0,0.0
LFRC,2,2,2,2,departures,1.0,1.0
ENUA,2,0,0,0,departures,0.0,0.0
EHGQ,2,2,0,0,departures,0.0,0.0
LGPL,2,1,0,0,departures,0.0,0.0
LFPT,2,2,2,3,departures,1.0,1.5
LJMB,2,2,1,2,departures,0.5,1.0
ENQS,2,0,0,0,departures,0.0,0.0
BITN,2,0,0,0,departures,0.0,0.0
ENQC,2,2,0,0,departures,0.0,0.0
EHFB,2,1,0,0,departures,0.0,0.0
LFOH,2,2,0,0,departures,0.0,0.0
ULAA,2,0,0,0,departures,0.0,0.0
ENWA,2,2,0,0,departures,0.0,0.0
LTAG,2,0,0,0,departures,0.0,0.0
LTBU,2,2,2,2,departures,1.0,1.0
EHLL,2,2,0,0,departures,0.0,0.0
EGPC,2,0,0,17,departures,0.0,8.5
EDXQ,2,2,0,0,departures,0.0,0.0
LRSM,2,1,1,1,departures,0.5,0.5
LKKV,2,2,2,2,departures,1.0,1.0
LZPP,2,2,2,2,departures,1.0,1.0
HLMS,2,0,0,0,departures,0.0,0.0
ENQV,2,0,0,0,departures,0.0,0.0
BIVO,2,0,0,0,departures,0.0,0.0
LEDA,2,1,1,1,departures,0.5,0.5
LSGK,2,2,0,0,departures,0.0,0.0
EGBJ,2,2,2,2,departures,1.0,1.0
ENNE,2,0,0,0,departures,0.0,0.0
LFAC,2,2,2,2,departures,1.0,1.0
ENQE,2,0,0,0,arrivals,0.0,0.0
LTBU,2,1,1,25,arrivals,0.5,12.5
ESST,2,2,2,5,arrivals,1.0,2.5
ENUD,2,0,0,0,arrivals,0.0,0.0
ENQR,2,0,0,0,arrivals,0.0,0.0
LEAB,2,2,2,3,arrivals,1.0,1.5
DTTZ,2,0,0,0,arrivals,0.0,0.0
EHPG,2,2,0,0,arrivals,0.0,0.0
EDMS,2,2,0,0,arrivals,0.0,0.0
ENUA,2,0,0,0,arrivals,0.0,0.0
LSGK,2,2,0,0,arrivals,0.0,0.0
OJAQ,2,0,0,1,arrivals,0.0,0.5
EGNL,2,2,2,3,arrivals,1.0,1.5
ORKK,2,0,0,0,arrivals,0.0,0.0
HLMS,2,0,0,0,arrivals,0.0,0.0
LRCK,2,0,0,0,arrivals,0.0,0.0
LFOK,2,1,1,2,arrivals,0.5,1.0
EHKJ,2,2,0,0,arrivals,0.0,0.0
GMAT,2,2,0,0,arrivals,0.0,0.0
LESU,2,2,2,2,arrivals,1.0,1.0
EGMD,2,2,2,3,arrivals,1.0,1.5
LFJR,2,2,2,2,arrivals,1.0,1.0
ESNN,2,2,2,2,arrivals,1.0,1.0
LSGC,2,2,2,2,arrivals,1.0,1.0
LFRV,2,2,2,2,arrivals,1.0,1.0
ENQJ,2,1,0,0,arrivals,0.0,0.0
LTBZ,2,2,0,0,arrivals,0.0,0.0
EBMB,2,2,0,0,arrivals,0.0,0.0
ORNI,2,0,0,0,arrivals,0.0,0.0
DAOI,2,1,1,1,arrivals,0.5,0.5
LKKV,2,1,1,1,arrivals,0.5,0.5
LFAT,2,2,1,1,arrivals,0.5,0.5
GMMD,2,0,0,0,arrivals,0.0,0.0
LFQG,2,2,1,1,arrivals,0.5,0.5
ENQD,2,1,0,0,arrivals,0.0,0.0
LTAG,2,0,0,0,arrivals,0.0,0.0
ENXW,2,1,0,0,arrivals,0.0,0.0
LFRT,2,2,1,1,arrivals,0.5,0.5
BIVO,2,0,0,0,arrivals,0.0,0.0
LEGT,2,2,2,2,arrivals,1.0,1.0
ENWE,2,0,0,0,arrivals,0.0,0.0
LIBG,2,0,0,0,arrivals,0.0,0.0
EKHB,2,2,0,0,arrivals,0.0,0.0
LFPT,2,2,2,2,arrivals,1.0,1.0
LJMB,2,2,1,2,arrivals,0.5,1.0
LFAC,2,2,2,2,arrivals,1.0,1.0
EDLN,2,2,1,1,arrivals,0.5,0.5
EGBJ,2,2,2,2,arrivals,1.0,1.0
EDFZ,2,2,2,2,arrivals,1.0,1.0
ENWA,2,1,0,0,arrivals,0.0,0.0
LFSN,2,2,1,2,arrivals,0.5,1.0
ETND,2,2,2,2,arrivals,1.0,1.0
ENSE,2,0,0,0,arrivals,0.0,0.0
ENQO,2,1,0,0,arrivals,0.0,0.0
LOAN,2,2,2,3,arrivals,1.0,1.5
ENNE,2,0,0,0,arrivals,0.0,0.0
ENQV,2,0,0,0,arrivals,0.0,0.0
LEDA,2,1,1,5,arrivals,0.5,2.5
EGPC,2,0,0,16,arrivals,0.0,8.0
EHKV,2,2,0,0,arrivals,0.0,0.0
EGLK,2,2,2,2,arrivals,1.0,1.0
BITN,2,0,0,0,arrivals,0.0,0.0
LTBY,2,1,1,1,arrivals,0.5,0.5
OENN,2,0,0,0,arrivals,0.0,0.0
EHJR,2,2,0,0,arrivals,0.0,0.0
DAUB,2,0,0,0,arrivals,0.0,0.0
EYSA,1,1,1,1,departures,1.0,1.0
LKMH,1,1,0,0,departures,0.0,0.0
LCRA,1,1,1,3,departures,1.0,3.0
EHTW,1,1,1,1,departures,1.0,1.0
ENQR,1,0,0,0,departures,0.0,0.0
