AIRPORT;PHASE;YEAR;RULE_NAME;RULE_DESCRIPTION;NB_FLIGHT
LTFM;ARR;2021;Non-Scheduled;Charter;167
GCLP;ARR;2021;Regional;Regional Aircraft;1042
LPPT;ARR;2021;Regional;Regional Aircraft;682
LOWW;ARR;2021;Mainline;Mainline;436
LEVC;ARR;2021;Regional;Regional Aircraft;235
LFBO;ARR;2021;Lowcost;Lowcost;192
LYBE;ARR;2021;Other;Other Types;42
LSZH;ARR;2021;Regional;Regional Aircraft;540
LYBE;ARR;2021;Business;Business Aviation;242
ENVA;ARR;2021;Regional;Regional Aircraft;569
LKPR;ARR;2021;Lowcost;Lowcost;128
EGKK;ARR;2021;Lowcost;Lowcost;620
LEVC;ARR;2021;Military;Military;7
EGBB;ARR;2021;Lowcost;Lowcost;138
LTBA;ARR;2021;Cargo;All-Cargo;840
LEBL;ARR;2021;Cargo;All-Cargo;329
LJLJ;ARR;2021;Regional;Regional Aircraft;38
EIDW;ARR;2021;Cargo;All-Cargo;280
LGIR;ARR;2021;Mainline;Mainline;177
LFBD;ARR;2021;Other;Other Types;35
LEVC;ARR;2021;Business;Business Aviation;141
GMMN;ARR;2021;Cargo;All-Cargo;54
ENBO;ARR;2021;Mainline;Mainline;191
LFBD;ARR;2021;Lowcost;Lowcost;202
LFBO;ARR;2021;Regional;Regional Aircraft;302
EDDW;ARR;2021;Other;Other Types;38
ENZV;ARR;2021;Business;Business Aviation;56
GCXO;ARR;2021;Mainline;Mainline;102
LTAC;ARR;2021;Non-Scheduled;Charter;29
EGLL;ARR;2021;Regional;Regional Aircraft;126
EBBR;ARR;2021;Cargo;All-Cargo;672
LEBB;ARR;2021;Mainline;Mainline;120
EDDC;ARR;2021;Lowcost;Lowcost;7
LIBD;ARR;2021;Mainline;Mainline;44
LUKK;ARR;2021;Business;Business Aviation;23
LSZH;ARR;2021;Lowcost;Lowcost;229
LDZA;ARR;2021;Mainline;Mainline;164
EGCC;ARR;2021;Mainline;Mainline;376
LIMC;ARR;2021;Regional;Regional Aircraft;151
LTAI;ARR;2021;Mainline;Mainline;450
UKBB;ARR;2021;Cargo;All-Cargo;63
ENGM;ARR;2021;Business;Business Aviation;184
EETN;ARR;2021;Regional;Regional Aircraft;214
LGIR;ARR;2021;Other;Other Types;16
EPKK;ARR;2021;Regional;Regional Aircraft;138
EGPF;ARR;2021;Business;Business Aviation;89
EGGD;ARR;2021;Other;Other Types;38
LFPB;ARR;2021;Non-Scheduled;Charter;65
GCRR;ARR;2021;Lowcost;Lowcost;320
EDDH;ARR;2021;Business;Business Aviation;226
LEAL;ARR;2021;Regional;Regional Aircraft;86
UKBB;ARR;2021;Regional;Regional Aircraft;443
LIEO;ARR;2021;Mainline;Mainline;88
ENTC;ARR;2021;Mainline;Mainline;124
LTFJ;ARR;2021;Lowcost;Lowcost;3030
EGPH;ARR;2021;Military;Military;4
UKBB;ARR;2021;Lowcost;Lowcost;165
LFPB;ARR;2021;Business;Business Aviation;1165
EGNT;ARR;2021;Business;Business Aviation;44
EGBB;ARR;2021;Cargo;All-Cargo;184
EDDB;ARR;2021;Other;Other Types;57
LTFM;ARR;2021;Cargo;All-Cargo;444
LKPR;ARR;2021;Business;Business Aviation;271
LTFM;ARR;2021;Non-Scheduled;Charter;147
LTBA;ARR;2021;Cargo;All-Cargo;831
LFBO;ARR;2021;Military;Military;21
LSGG;ARR;2021;Mainline;Mainline;274
LFML;ARR;2021;Mainline;Mainline;382
EDDW;ARR;2021;Business;Business Aviation;166
ESSA;ARR;2021;Business;Business Aviation;127
EBBR;ARR;2021;Lowcost;Lowcost;209
LFPO;ARR;2021;Mainline;Mainline;1571
EFHK;ARR;2021;Regional;Regional Aircraft;841
BIKF;ARR;2021;Cargo;All-Cargo;93
ENGM;ARR;2021;Cargo;All-Cargo;273
LSGG;ARR;2021;Lowcost;Lowcost;355
LBWN;ARR;2021;Lowcost;Lowcost;38
EDDM;ARR;2021;Mainline;Mainline;546
EPGD;ARR;2021;Military;Military;25
UGTB;ARR;2021;Regional;Regional Aircraft;18
ENBR;ARR;2021;Other;Other Types;599
ENTC;ARR;2021;Cargo;All-Cargo;48
LIPZ;ARR;2021;Cargo;All-Cargo;112
LEBL;ARR;2021;Cargo;All-Cargo;314
ESGG;ARR;2021;Business;Business Aviation;78
LFBD;ARR;2021;Military;Military;99
LEMG;ARR;2021;Other;Other Types;45
LKPR;ARR;2021;Mainline;Mainline;146
LYBE;ARR;2021;Lowcost;Lowcost;83
LBSF;ARR;2021;Lowcost;Lowcost;186
EETN;ARR;2021;Regional;Regional Aircraft;195
ESSA;ARR;2021;Cargo;All-Cargo;274
LIML;ARR;2021;Regional;Regional Aircraft;199
EDDH;ARR;2021;Mainline;Mainline;204
EDDL;ARR;2021;Regional;Regional Aircraft;138
LEPA;ARR;2021;Regional;Regional Aircraft;329
LTFM;ARR;2021;Business;Business Aviation;90
LYBE;ARR;2021;Other;Other Types;39
LTAI;ARR;2021;Non-Scheduled;Charter;132
GCFV;ARR;2021;Mainline;Mainline;21
LEVC;ARR;2021;Business;Business Aviation;152
EHAM;ARR;2021;Regional;Regional Aircraft;1921
LTAC;ARR;2021;Non-Scheduled;Charter;26
EDDK;ARR;2021;Other;Other Types;152
EHAM;ARR;2021;Mainline;Mainline;3044
LTFJ;ARR;2021;Mainline;Mainline;2035
EGPD;ARR;2021;Regional;Regional Aircraft;503
LOWW;ARR;2021;Cargo;All-Cargo;210
GMMN;ARR;2021;Regional;Regional Aircraft;175
EDDF;ARR;2021;Mainline;Mainline;3855
LFPG;ARR;2021;Regional;Regional Aircraft;1115
LEVC;ARR;2021;Lowcost;Lowcost;93
EIDW;ARR;2021;Mainline;Mainline;507
LBBG;ARR;2021;Cargo;All-Cargo;3
ELLX;ARR;2021;Cargo;All-Cargo;624
LSZH;ARR;2021;Business;Business Aviation;760
LEZL;ARR;2021;Other;Other Types;157
EICK;ARR;2021;Other;Other Types;359
LFMN;ARR;2021;Mainline;Mainline;343
LIML;ARR;2021;Mainline;Mainline;579
LEBL;ARR;2021;Lowcost;Lowcost;1021
EDDB;ARR;2021;Regional;Regional Aircraft;285
LKPR;ARR;2021;Mainline;Mainline;184
LTAI;ARR;2021;Mainline;Mainline;629
LIBD;ARR;2021;Lowcost;Lowcost;132
EGPH;ARR;2021;Regional;Regional Aircraft;93
LBSF;ARR;2021;Mainline;Mainline;177
EGGD;ARR;2021;Other;Other Types;75
EDDB;ARR;2021;Non-Scheduled;Charter;77
EFHK;ARR;2021;Mainline;Mainline;435
LFSB;ARR;2021;Lowcost;Lowcost;307
LHBP;ARR;2021;Business;Business Aviation;233
LPPT;ARR;2021;Mainline;Mainline;608
EDDK;ARR;2021;Non-Scheduled;Charter;113
GCFV;ARR;2021;Lowcost;Lowcost;181
LOWW;ARR;2021;Mainline;Mainline;556
EGSS;ARR;2021;Cargo;All-Cargo;587
LYBE;ARR;2021;Non-Scheduled;Charter;30
LFSB;ARR;2021;Mainline;Mainline;34
LFML;ARR;2021;Business;Business Aviation;152
LFBD;ARR;2021;Military;Military;139
LLBG;ARR;2021;Mainline;Mainline;474
LIPE;ARR;2021;Mainline;Mainline;108
LMML;ARR;2021;Non-Scheduled;Charter;42
LOWW;ARR;2021;Business;Business Aviation;514
EDDM;ARR;2021;Other;Other Types;34
EGPF;ARR;2021;Business;Business Aviation;118
LIPE;ARR;2021;Business;Business Aviation;136
LFML;ARR;2021;Cargo;All-Cargo;331
ESSA;ARR;2021;Business;Business Aviation;158
LSGG;ARR;2021;Mainline;Mainline;323
LLBG;ARR;2021;Business;Business Aviation;388
EGCC;ARR;2021;Business;Business Aviation;117
ESSB;ARR;2021;Regional;Regional Aircraft;148
LGTS;ARR;2021;Lowcost;Lowcost;48
EDDV;ARR;2021;Lowcost;Lowcost;141
LEBL;ARR;2021;Non-Scheduled;Charter;53
EDDC;ARR;2021;Regional;Regional Aircraft;41
LIRA;ARR;2021;Military;Military;93
EIDW;ARR;2021;Non-Scheduled;Charter;33
LFPG;ARR;2021;Regional;Regional Aircraft;1316
EPWA;ARR;2021;Regional;Regional Aircraft;1125
EDDB;ARR;2021;Lowcost;Lowcost;816
EVRA;ARR;2021;Cargo;All-Cargo;84
LFPB;ARR;2021;Business;Business Aviation;1171
LTAI;ARR;2021;Non-Scheduled;Charter;798
EGLC;ARR;2021;Regional;Regional Aircraft;140
LEMD;ARR;2021;Regional;Regional Aircraft;1328
LFBO;ARR;2021;Regional;Regional Aircraft;273
EGPH;ARR;2021;Regional;Regional Aircraft;152
EHAM;ARR;2021;Mainline;Mainline;3167
GCRR;ARR;2021;Lowcost;Lowcost;235
EGCC;ARR;2021;Non-Scheduled;Charter;36
LEBB;ARR;2021;Mainline;Mainline;135
LOWW;ARR;2021;Business;Business Aviation;478
EIDW;ARR;2021;Business;Business Aviation;128
LFPO;ARR;2021;Mainline;Mainline;1060
EDDB;ARR;2021;Mainline;Mainline;591
LEVC;ARR;2021;Lowcost;Lowcost;198
LICC;ARR;2021;Mainline;Mainline;303
ENBR;ARR;2021;Business;Business Aviation;61
EPKT;ARR;2021;Lowcost;Lowcost;81
UGTB;ARR;2021;Mainline;Mainline;233
EDDF;ARR;2021;Other;Other Types;26
LSZH;ARR;2021;Business;Business Aviation;782
LIRF;ARR;2021;Cargo;All-Cargo;187
LATI;ARR;2021;Non-Scheduled;Charter;15
EDDB;ARR;2021;Business;Business Aviation;428
EGPD;ARR;2021;Cargo;All-Cargo;58
LICJ;ARR;2021;Cargo;All-Cargo;37
LEVC;ARR;2021;Cargo;All-Cargo;63
LZIB;ARR;2021;Cargo;All-Cargo;28
EDDM;ARR;2021;Cargo;All-Cargo;148
EGAA;ARR;2021;Cargo;All-Cargo;238
EGPD;ARR;2021;Mainline;Mainline;60
LQSA;ARR;2021;Mainline;Mainline;98
GCXO;ARR;2021;Mainline;Mainline;126
EDDS;ARR;2021;Mainline;Mainline;138
EDDF;ARR;2021;Non-Scheduled;Charter;259
LFPG;ARR;2021;Non-Scheduled;Charter;169
LSGG;ARR;2021;Lowcost;Lowcost;531
LPPR;ARR;2021;Business;Business Aviation;69
LCLK;ARR;2021;Lowcost;Lowcost;66
LFPB;ARR;2021;Military;Military;22
EKCH;ARR;2021;Cargo;All-Cargo;218
LIML;ARR;2021;Other;Other Types;36
EBCI;ARR;2021;Other;Other Types;88
LBSF;ARR;2021;Regional;Regional Aircraft;207
LHBP;ARR;2021;Regional;Regional Aircraft;74
LIRN;ARR;2021;Regional;Regional Aircraft;143
EDDG;ARR;2021;Business;Business Aviation;173
BIKF;ARR;2021;Military;Military;61
EHEH;ARR;2021;Non-Scheduled;Charter;5
EFHK;ARR;2021;Military;Military;24
UKBB;ARR;2021;Business;Business Aviation;101
LIPE;ARR;2021;Business;Business Aviation;123
EKCH;ARR;2021;Lowcost;Lowcost;170
LMML;ARR;2021;Business;Business Aviation;179
UGTB;ARR;2021;Business;Business Aviation;45
LEMD;ARR;2021;Regional;Regional Aircraft;1450
EDDF;ARR;2021;Mainline;Mainline;4812
LFPB;ARR;2021;Business;Business Aviation;1656
LFPO;ARR;2021;Regional;Regional Aircraft;314
EDDM;ARR;2021;Mainline;Mainline;1460
ENGM;ARR;2021;Regional;Regional Aircraft;675
ENGM;ARR;2021;Mainline;Mainline;1388
GCLP;ARR;2021;Business;Business Aviation;79
LDZA;ARR;2021;Mainline;Mainline;216
UGTB;ARR;2021;Non-Scheduled;Charter;82
LFBO;ARR;2021;Mainline;Mainline;368
EGLL;ARR;2021;Non-Scheduled;Charter;488
EETN;ARR;2021;Lowcost;Lowcost;139
LSGG;ARR;2021;Business;Business Aviation;1157
ENZV;ARR;2021;Lowcost;Lowcost;105
EBLG;ARR;2021;Other;Other Types;33
LIPZ;ARR;2021;Business;Business Aviation;295
ENBO;ARR;2021;Mainline;Mainline;226
EVRA;ARR;2021;Business;Business Aviation;204
LOWW;ARR;2021;Regional;Regional Aircraft;1181
EDDS;ARR;2021;Non-Scheduled;Charter;46
LIBD;ARR;2021;Lowcost;Lowcost;387
LIME;ARR;2021;Lowcost;Lowcost;761
EGBB;ARR;2021;Lowcost;Lowcost;191
GCTS;ARR;2021;Lowcost;Lowcost;515
LWSK;ARR;2021;Lowcost;Lowcost;208
ELLX;ARR;2021;Regional;Regional Aircraft;301
LGRP;ARR;2021;Regional;Regional Aircraft;82
LFMN;ARR;2021;Other;Other Types;23
ENBR;ARR;2021;Mainline;Mainline;283
LGTS;ARR;2021;Cargo;All-Cargo;42
LQSA;ARR;2021;Regional;Regional Aircraft;83
EPWA;ARR;2021;Non-Scheduled;Charter;309
LEMG;ARR;2021;Business;Business Aviation;602
EGBB;ARR;2021;Regional;Regional Aircraft;190
EDDE;ARR;2021;Other;Other Types;43
UDYZ;ARR;2021;Mainline;Mainline;220
EBBR;ARR;2021;Lowcost;Lowcost;427
LFML;ARR;2021;Cargo;All-Cargo;307
EGPF;ARR;2021;Business;Business Aviation;146
LIMF;ARR;2021;Lowcost;Lowcost;163
GCRR;ARR;2021;Mainline;Mainline;36
EGNT;ARR;2021;Regional;Regional Aircraft;128
EDDL;ARR;2021;Regional;Regional Aircraft;254
EDDC;ARR;2021;Business;Business Aviation;71
LPPT;ARR;2021;Cargo;All-Cargo;72
LIRF;ARR;2021;Cargo;All-Cargo;208
LFBD;ARR;2021;Mainline;Mainline;125
EBBR;ARR;2021;Regional;Regional Aircraft;275
EDDV;ARR;2021;Regional;Regional Aircraft;115
EPGD;ARR;2021;Mainline;Mainline;19
LBSF;ARR;2021;Military;Military;117
LEAL;ARR;2021;Business;Business Aviation;117
LEMG;ARR;2021;Regional;Regional Aircraft;312
LIMF;ARR;2021;Mainline;Mainline;171
LPPR;ARR;2021;Business;Business Aviation;267
ENGM;ARR;2021;Business;Business Aviation;208
LKPR;ARR;2021;Mainline;Mainline;226
EDDK;ARR;2021;Non-Scheduled;Charter;161
LEBB;ARR;2021;Regional;Regional Aircraft;122
LYPG;ARR;2021;Business;Business Aviation;64
EFHK;ARR;2021;Business;Business Aviation;140
LEMG;ARR;2021;Mainline;Mainline;542
LIRA;ARR;2021;Business;Business Aviation;672
LLBG;ARR;2021;Non-Scheduled;Charter;590
LPPT;ARR;2021;Business;Business Aviation;215
LLBG;ARR;2021;Business;Business Aviation;406
ENGM;ARR;2021;Cargo;All-Cargo;281
LEMD;ARR;2021;Lowcost;Lowcost;1846
EICK;ARR;2021;Other;Other Types;227
UKBB;ARR;2021;Regional;Regional Aircraft;684
EBBR;ARR;2021;Cargo;All-Cargo;769
LIRA;ARR;2021;Military;Military;129
LGAV;ARR;2021;Business;Business Aviation;904
LTFM;ARR;2021;Cargo;All-Cargo;530
LZIB;ARR;2021;Business;Business Aviation;247
EDDG;ARR;2021;Lowcost;Lowcost;37
LTAI;ARR;2021;Lowcost;Lowcost;1740
LOWW;ARR;2021;Mainline;Mainline;1526
LSGG;ARR;2021;Business;Business Aviation;1366
EGBB;ARR;2021;Cargo;All-Cargo;116
LFMN;ARR;2021;Mainline;Mainline;900
LEPA;ARR;2021;Regional;Regional Aircraft;735
EDDV;ARR;2021;Lowcost;Lowcost;434
EGGW;ARR;2021;Business;Business Aviation;712
ESSA;ARR;2021;Mainline;Mainline;1525
EDDB;ARR;2021;Business;Business Aviation;665
LSGG;ARR;2021;Lowcost;Lowcost;665
ESSB;ARR;2021;Business;Business Aviation;315
LTAC;ARR;2021;Lowcost;Lowcost;580
EGGW;ARR;2021;Mainline;Mainline;32
LICC;ARR;2021;Lowcost;Lowcost;1545
EIDW;ARR;2021;Other;Other Types;15
LROP;ARR;2021;Lowcost;Lowcost;983
UKBB;ARR;2021;Non-Scheduled;Charter;1125
EDDM;ARR;2021;Non-Scheduled;Charter;101
EBBR;ARR;2021;Mainline;Mainline;2046
EDDS;ARR;2021;Lowcost;Lowcost;878
EPKT;ARR;2021;Business;Business Aviation;72
ESGG;ARR;2021;Lowcost;Lowcost;235
EGAA;ARR;2021;Lowcost;Lowcost;651
LFLL;ARR;2021;Cargo;All-Cargo;158
LICC;ARR;2021;Non-Scheduled;Charter;23
EDDM;ARR;2021;Lowcost;Lowcost;708
EGNT;ARR;2021;Lowcost;Lowcost;151
GMMN;ARR;2021;Mainline;Mainline;980
EDDF;ARR;2021;Business;Business Aviation;310
EGPD;ARR;2021;Business;Business Aviation;105
LPPR;ARR;2021;Lowcost;Lowcost;1276
LEMD;ARR;2021;Non-Scheduled;Charter;185
EDDL;ARR;2021;Regional;Regional Aircraft;280
LJLJ;ARR;2021;Non-Scheduled;Charter;104
LFLL;ARR;2021;Mainline;Mainline;358
LFBO;ARR;2021;Other;Other Types;101
EGSS;ARR;2021;Cargo;All-Cargo;480
LGIR;ARR;2021;Mainline;Mainline;708
LZIB;ARR;2021;Other;Other Types;74
GCRR;ARR;2021;Lowcost;Lowcost;480
LIRN;ARR;2021;Lowcost;Lowcost;938
LPPT;ARR;2021;Lowcost;Lowcost;1051
EBLG;ARR;2021;Mainline;Mainline;121
LFRS;ARR;2021;Regional;Regional Aircraft;188
LDZA;ARR;2021;Mainline;Mainline;311
LOWW;ARR;2021;Cargo;All-Cargo;194
LSZH;ARR;2021;Lowcost;Lowcost;288
GCFV;ARR;2021;Lowcost;Lowcost;467
EBLG;ARR;2021;Lowcost;Lowcost;36
LIRA;ARR;2021;Non-Scheduled;Charter;12
EPGD;ARR;2021;Lowcost;Lowcost;492
ENGM;ARR;2021;Non-Scheduled;Charter;37
LFPG;ARR;2021;Lowcost;Lowcost;432
LGIR;ARR;2021;Non-Scheduled;Charter;340
EDDG;ARR;2021;Other;Other Types;214
LIRA;ARR;2021;Mainline;Mainline;2
EGNT;ARR;2021;Military;Military;17
LEAL;ARR;2021;Mainline;Mainline;163
LIMC;ARR;2021;Regional;Regional Aircraft;175
LICC;ARR;2021;Other;Other Types;8
EPKK;ARR;2021;Military;Military;127
LFBO;ARR;2021;Regional;Regional Aircraft;404
EGAA;ARR;2021;Cargo;All-Cargo;253
EGSS;ARR;2021;Cargo;All-Cargo;489
LFMN;ARR;2021;Regional;Regional Aircraft;641
EDDS;ARR;2021;Other;Other Types;165
EBBR;ARR;2021;Lowcost;Lowcost;1472
GCFV;ARR;2021;Lowcost;Lowcost;759
EBLG;ARR;2021;Business;Business Aviation;119
GMMX;ARR;2021;Mainline;Mainline;205
LIML;ARR;2021;Mainline;Mainline;1631
EDDL;ARR;2021;Mainline;Mainline;797
GCXO;ARR;2021;Regional;Regional Aircraft;1863
EGAA;ARR;2021;Cargo;All-Cargo;255
LPPT;ARR;2021;Mainline;Mainline;3253
LICC;ARR;2021;Lowcost;Lowcost;2265
EKCH;ARR;2021;Regional;Regional Aircraft;1531
LUKK;ARR;2021;Non-Scheduled;Charter;119
LIRF;ARR;2021;Cargo;All-Cargo;216
LOWW;ARR;2021;Regional;Regional Aircraft;1728
LEIB;ARR;2021;Lowcost;Lowcost;2927
LPPT;ARR;2021;Lowcost;Lowcost;1623
EDDS;ARR;2021;Lowcost;Lowcost;1296
LIRN;ARR;2021;Lowcost;Lowcost;1569
LGAV;ARR;2021;Mainline;Mainline;5073
LPFR;ARR;2021;Business;Business Aviation;352
EDDH;ARR;2021;Mainline;Mainline;908
GCXO;ARR;2021;Lowcost;Lowcost;657
UGTB;ARR;2021;Regional;Regional Aircraft;67
EHAM;ARR;2021;Business;Business Aviation;586
EGKK;ARR;2021;Mainline;Mainline;188
LSZH;ARR;2021;Regional;Regional Aircraft;1059
UKBB;ARR;2021;Lowcost;Lowcost;946
LFMN;ARR;2021;Non-Scheduled;Charter;157
LLBG;ARR;2021;Cargo;All-Cargo;282
EDDP;ARR;2021;Military;Military;5
LIRA;ARR;2021;Business;Business Aviation;791
EDDL;ARR;2021;Business;Business Aviation;394
EDDF;ARR;2021;Business;Business Aviation;313
EGCC;ARR;2021;Lowcost;Lowcost;1978
LIMC;ARR;2021;Cargo;All-Cargo;1079
ESSA;ARR;2021;Regional;Regional Aircraft;857
LEBB;ARR;2021;Lowcost;Lowcost;893
UKBB;ARR;2021;Regional;Regional Aircraft;865
EGPF;ARR;2021;Business;Business Aviation;199
ELLX;ARR;2021;Regional;Regional Aircraft;609
EPKK;ARR;2021;Mainline;Mainline;179
EGBB;ARR;2021;Business;Business Aviation;134
LYPG;ARR;2021;Mainline;Mainline;149
LEBB;ARR;2021;Business;Business Aviation;37
LBWN;ARR;2021;Non-Scheduled;Charter;189
LIRN;ARR;2021;Military;Military;33
ELLX;ARR;2021;Lowcost;Lowcost;234
GCXO;ARR;2021;Non-Scheduled;Charter;15
EPWA;ARR;2021;Mainline;Mainline;983
EPWA;ARR;2021;Cargo;All-Cargo;120
ESSB;ARR;2021;Business;Business Aviation;275
LICJ;ARR;2021;Regional;Regional Aircraft;228
LGAV;ARR;2021;Non-Scheduled;Charter;146
LIEO;ARR;2021;Regional;Regional Aircraft;136
LROP;ARR;2021;Regional;Regional Aircraft;456
GCRR;ARR;2021;Lowcost;Lowcost;780
EETN;ARR;2021;Regional;Regional Aircraft;315
EGBB;ARR;2021;Mainline;Mainline;133
LPPR;ARR;2021;Mainline;Mainline;807
LZIB;ARR;2021;Cargo;All-Cargo;36
EDDR;ARR;2021;Non-Scheduled;Charter;59
LEPA;ARR;2021;Other;Other Types;17
LIPE;ARR;2021;Mainline;Mainline;286
LEBB;ARR;2021;Regional;Regional Aircraft;247
UGTB;ARR;2021;Lowcost;Lowcost;408
LBBG;ARR;2021;Non-Scheduled;Charter;358
LPPR;ARR;2021;Non-Scheduled;Charter;45
LMML;ARR;2021;Business;Business Aviation;267
EDDN;ARR;2021;Business;Business Aviation;265
GCTS;ARR;2021;Regional;Regional Aircraft;159
EHAM;ARR;2021;Mainline;Mainline;6709
LEMD;ARR;2021;Mainline;Mainline;5842
LGRP;ARR;2021;Non-Scheduled;Charter;610
LROP;ARR;2021;Non-Scheduled;Charter;266
EKCH;ARR;2021;Regional;Regional Aircraft;1612
EDDF;ARR;2021;Mainline;Mainline;8846
LTFM;ARR;2021;Mainline;Mainline;14260
GCTS;ARR;2021;Regional;Regional Aircraft;136
ESGG;ARR;2021;Mainline;Mainline;419
EDDP;ARR;2021;Cargo;All-Cargo;2635
LIMC;ARR;2021;Mainline;Mainline;1705
LBBG;ARR;2021;Lowcost;Lowcost;526
LCLK;ARR;2021;Mainline;Mainline;1074
LEIB;ARR;2021;Lowcost;Lowcost;3135
EDDB;ARR;2021;Mainline;Mainline;1555
LOWW;ARR;2021;Business;Business Aviation;745
LIRA;ARR;2021;Business;Business Aviation;681
LTAC;ARR;2021;Lowcost;Lowcost;898
LBWN;ARR;2021;Lowcost;Lowcost;409
EKCH;ARR;2021;Non-Scheduled;Charter;339
LTBJ;ARR;2021;Lowcost;Lowcost;2108
LFPG;ARR;2021;Cargo;All-Cargo;1393
LFPG;ARR;2021;Non-Scheduled;Charter;444
EDDL;ARR;2021;Mainline;Mainline;887
LSGG;ARR;2021;Other;Other Types;53
ESSA;ARR;2021;Non-Scheduled;Charter;140
LFLL;ARR;2021;Mainline;Mainline;804
LICJ;ARR;2021;Regional;Regional Aircraft;243
LUKK;ARR;2021;Non-Scheduled;Charter;127
EHEH;ARR;2021;Lowcost;Lowcost;1561
EDDM;ARR;2021;Business;Business Aviation;652
LYBE;ARR;2021;Lowcost;Lowcost;313
LGTS;ARR;2021;Mainline;Mainline;1174
EDDK;ARR;2021;Other;Other Types;81
GCTS;ARR;2021;Business;Business Aviation;47
LFSB;ARR;2021;Regional;Regional Aircraft;195
LIEO;ARR;2021;Lowcost;Lowcost;1687
EBBR;ARR;2021;Non-Scheduled;Charter;276
LYPG;ARR;2021;Mainline;Mainline;164
LCLK;ARR;2021;Business;Business Aviation;300
LATI;ARR;2021;Mainline;Mainline;697
LUKK;ARR;2021;Mainline;Mainline;394
ELLX;ARR;2021;Lowcost;Lowcost;269
LJLJ;ARR;2021;Non-Scheduled;Charter;135
LSGG;ARR;2021;Regional;Regional Aircraft;553
LQSA;ARR;2021;Mainline;Mainline;290
LBSF;ARR;2021;Lowcost;Lowcost;950
EDDV;ARR;2021;Lowcost;Lowcost;808
LTFM;ARR;2021;Non-Scheduled;Charter;261
LEZL;ARR;2021;Cargo;All-Cargo;86
EDDS;ARR;2021;Regional;Regional Aircraft;237
LIMC;ARR;2021;Regional;Regional Aircraft;259
ESGG;ARR;2021;Cargo;All-Cargo;80
LFBD;ARR;2021;Mainline;Mainline;325
EKCH;ARR;2021;Cargo;All-Cargo;293
LTBJ;ARR;2021;Non-Scheduled;Charter;266
EGNX;ARR;2021;Business;Business Aviation;170
EBCI;ARR;2021;Other;Other Types;115
EPKT;ARR;2021;Lowcost;Lowcost;638
LTAC;ARR;2021;Cargo;All-Cargo;28
EDDS;ARR;2021;Other;Other Types;147
EFHK;ARR;2021;Other;Other Types;46
EGPD;ARR;2021;Cargo;All-Cargo;65
EPGD;ARR;2021;Other;Other Types;54
LFPB;ARR;2021;Other;Other Types;72
EGNX;ARR;2021;Non-Scheduled;Charter;7
EDDV;ARR;2021;Non-Scheduled;Charter;203
LFPG;ARR;2021;Military;Military;40
LGAV;ARR;2021;Other;Other Types;139
LEPA;ARR;2021;Non-Scheduled;Charter;346
LTFM;ARR;2021;Lowcost;Lowcost;236
EYVI;ARR;2021;Other;Other Types;28
GMMX;ARR;2021;Business;Business Aviation;27
LFBD;ARR;2021;Mainline;Mainline;289
LTAI;ARR;2021;Mainline;Mainline;2156
EHAM;ARR;2021;Regional;Regional Aircraft;4121
LOWW;ARR;2021;Mainline;Mainline;2985
LFBO;ARR;2021;Mainline;Mainline;765
LTBJ;ARR;2021;Lowcost;Lowcost;1980
LPPR;ARR;2021;Mainline;Mainline;657
EHEH;ARR;2021;Lowcost;Lowcost;1505
ENZV;ARR;2021;Regional;Regional Aircraft;691
ENBR;ARR;2021;Other;Other Types;597
LICC;ARR;2021;Lowcost;Lowcost;2234
LIEO;ARR;2021;Business;Business Aviation;743
LIBD;ARR;2021;Regional;Regional Aircraft;92
EGGD;ARR;2021;Mainline;Mainline;20
GCLP;ARR;2021;Regional;Regional Aircraft;1851
EFHK;ARR;2021;Mainline;Mainline;1006
LFMN;ARR;2021;Business;Business Aviation;2596
EVRA;ARR;2021;Lowcost;Lowcost;1600
LTAC;ARR;2021;Lowcost;Lowcost;787
ENGM;ARR;2021;Regional;Regional Aircraft;1007
GCFV;ARR;2021;Regional;Regional Aircraft;707
LTBA;ARR;2021;Business;Business Aviation;693
LIPZ;ARR;2021;Business;Business Aviation;506
LEBL;ARR;2021;Mainline;Mainline;1937
LPPT;ARR;2021;Mainline;Mainline;3370
LIBD;ARR;2021;Business;Business Aviation;118
EGGD;ARR;2021;Regional;Regional Aircraft;142
ESSA;ARR;2021;Lowcost;Lowcost;1031
ELLX;ARR;2021;Regional;Regional Aircraft;767
ENGM;ARR;2021;Business;Business Aviation;323
EGNX;ARR;2021;Business;Business Aviation;212
LBSF;ARR;2021;Regional;Regional Aircraft;294
LSGG;ARR;2021;Non-Scheduled;Charter;70
EGNT;ARR;2021;Lowcost;Lowcost;644
EPKT;ARR;2021;Mainline;Mainline;192
UKBB;ARR;2021;Non-Scheduled;Charter;1043
LIRN;ARR;2021;Regional;Regional Aircraft;131
LDZA;ARR;2021;Business;Business Aviation;214
LSGG;ARR;2021;Business;Business Aviation;1857
ENBR;ARR;2021;Mainline;Mainline;520
EGGW;ARR;2021;Business;Business Aviation;1179
ELLX;ARR;2021;Lowcost;Lowcost;258
ENZV;ARR;2021;Lowcost;Lowcost;371
ENVA;ARR;2021;Business;Business Aviation;108
EGBB;ARR;2021;Mainline;Mainline;179
EDDK;ARR;2021;Cargo;All-Cargo;1533
EDDP;ARR;2021;Mainline;Mainline;104
LFBD;ARR;2021;Non-Scheduled;Charter;16
