airport,n_truth,n_predicted_here,n_correct,n_assigned,role,recall,count_ratio,run,period
LATI,323,3,0,0,arrivals,0.0,0.0,endpoint,2025
GCTS,323,62,59,72,arrivals,0.1826625386996904,0.22291021671826625,endpoint,2025
GCTS,321,6,0,6,departures,0.0,0.018691588785046728,endpoint,2025
GCXO,320,77,77,302,arrivals,0.240625,0.94375,endpoint,2025
GCXO,319,305,305,362,departures,0.9561128526645768,1.134796238244514,endpoint,2025
LATI,316,6,0,0,departures,0.0,0.0,endpoint,2025
LICJ,314,281,278,280,arrivals,0.8853503184713376,0.89171974522293,endpoint,2025
LICJ,310,281,281,282,departures,0.9064516129032258,0.9096774193548387,endpoint,2025
EBCI,304,303,303,303,departures,0.9967105263157895,0.9967105263157895,endpoint,2025
EBCI,303,290,288,288,arrivals,0.9504950495049505,0.9504950495049505,endpoint,2025
BIKF,297,296,294,322,departures,0.98989898989899,1.0841750841750841,endpoint,2025
BIKF,296,89,88,164,arrivals,0.2972972972972973,0.5540540540540541,endpoint,2025
ELLX,294,291,291,291,departures,0.9897959183673469,0.9897959183673469,endpoint,2025
ELLX,294,218,218,220,arrivals,0.7414965986394558,0.7482993197278912,endpoint,2025
LFBO,293,288,288,290,departures,0.9829351535836177,0.9897610921501706,endpoint,2025
LFBO,290,283,282,284,arrivals,0.9724137931034482,0.9793103448275862,endpoint,2025
LGTS,281,268,267,267,arrivals,0.9501779359430605,0.9501779359430605,endpoint,2025
LTBS,280,153,152,152,arrivals,0.5428571428571428,0.5428571428571428,endpoint,2025
LGTS,279,260,259,259,departures,0.9283154121863799,0.9283154121863799,endpoint,2025
GMMX,279,48,42,44,arrivals,0.15053763440860216,0.15770609318996415,endpoint,2025
GMMX,278,74,66,67,departures,0.23741007194244604,0.24100719424460432,endpoint,2025
EVRA,278,222,219,219,arrivals,0.7877697841726619,0.7877697841726619,endpoint,2025
LEZL,276,266,257,257,arrivals,0.9311594202898551,0.9311594202898551,endpoint,2025
LEZL,275,275,274,274,departures,0.9963636363636363,0.9963636363636363,endpoint,2025
LTBS,273,205,205,205,departures,0.7509157509157509,0.7509157509157509,endpoint,2025
EVRA,273,270,269,270,departures,0.9853479853479854,0.989010989010989,endpoint,2025
LBSF,272,153,153,153,departures,0.5625,0.5625,endpoint,2025
GCRR,269,2,0,0,departures,0.0,0.0,endpoint,2025
GCRR,269,25,0,0,arrivals,0.0,0.0,endpoint,2025
EGNX,267,263,263,265,departures,0.9850187265917603,0.9925093632958801,endpoint,2025
LBSF,267,65,64,66,arrivals,0.2397003745318352,0.24719101123595505,endpoint,2025
EDDP,261,229,227,230,arrivals,0.8697318007662835,0.8812260536398467,endpoint,2025
EPKT,259,251,249,249,departures,0.9613899613899614,0.9613899613899614,endpoint,2025
HEGN,258,2,0,0,arrivals,0.0,0.0,endpoint,2025
HEGN,257,0,0,0,departures,0.0,0.0,endpoint,2025
UGTB,257,157,151,192,departures,0.5875486381322957,0.7470817120622568,endpoint,2025
LFRS,257,246,240,240,arrivals,0.933852140077821,0.933852140077821,endpoint,2025
UGTB,257,70,56,97,arrivals,0.2178988326848249,0.377431906614786,endpoint,2025
EPKT,257,216,214,214,arrivals,0.8326848249027238,0.8326848249027238,endpoint,2025
LFRS,256,247,247,248,departures,0.96484375,0.96875,endpoint,2025
EDDP,256,255,255,257,departures,0.99609375,1.00390625,endpoint,2025
EGNX,255,207,203,206,arrivals,0.796078431372549,0.807843137254902,endpoint,2025
LIEO,252,204,198,200,arrivals,0.7857142857142857,0.7936507936507936,endpoint,2025
EPGD,248,35,17,17,departures,0.06854838709677419,0.06854838709677419,endpoint,2025
LGKR,247,180,160,216,arrivals,0.6477732793522267,0.8744939271255061,endpoint,2025
EGAA,246,226,223,223,arrivals,0.9065040650406504,0.9065040650406504,endpoint,2025
LGKR,244,203,201,206,departures,0.8237704918032787,0.8442622950819673,endpoint,2025
HECA,244,48,30,30,departures,0.12295081967213115,0.12295081967213115,endpoint,2025
EPGD,244,14,2,2,arrivals,0.00819672131147541,0.00819672131147541,endpoint,2025
EGAA,239,232,232,233,departures,0.9707112970711297,0.9748953974895398,endpoint,2025
ENZV,236,151,148,162,departures,0.6271186440677966,0.6864406779661016,endpoint,2025
ENZV,236,113,96,115,arrivals,0.4067796610169492,0.4872881355932203,endpoint,2025
LEBB,235,197,29,43,arrivals,0.12340425531914893,0.1829787234042553,endpoint,2025
LEBB,234,180,169,171,departures,0.7222222222222222,0.7307692307692307,endpoint,2025
LTFE,232,194,189,190,arrivals,0.8146551724137931,0.8189655172413793,endpoint,2025
HECA,231,110,67,69,arrivals,0.29004329004329005,0.2987012987012987,endpoint,2025
LFPB,230,227,227,230,departures,0.9869565217391304,1.0,endpoint,2025
LIBD,229,6,0,0,arrivals,0.0,0.0,endpoint,2025
LIBD,228,1,0,0,departures,0.0,0.0,endpoint,2025
LIEO,228,182,175,175,departures,0.7675438596491229,0.7675438596491229,endpoint,2025
LIRP,228,217,214,223,arrivals,0.9385964912280702,0.9780701754385965,endpoint,2025
UUWW,227,14,4,5,arrivals,0.01762114537444934,0.022026431718061675,endpoint,2025
LEMH,226,220,219,221,arrivals,0.9690265486725663,0.9778761061946902,endpoint,2025
LFBD,225,222,222,224,departures,0.9866666666666667,0.9955555555555555,endpoint,2025
LFPB,225,213,213,217,arrivals,0.9466666666666667,0.9644444444444444,endpoint,2025
LEMH,222,212,212,212,departures,0.954954954954955,0.954954954954955,endpoint,2025
LTFE,220,196,191,193,departures,0.8681818181818182,0.8772727272727273,endpoint,2025
LIRP,220,211,211,211,departures,0.9590909090909091,0.9590909090909091,endpoint,2025
ENVA,219,205,191,192,arrivals,0.8721461187214612,0.8767123287671232,endpoint,2025
LFBD,219,210,210,215,arrivals,0.958904109589041,0.9817351598173516,endpoint,2025
LUKK,217,7,5,5,departures,0.02304147465437788,0.02304147465437788,endpoint,2025
ENVA,217,204,192,194,departures,0.8847926267281107,0.8940092165898618,endpoint,2025
LUKK,217,47,0,0,arrivals,0.0,0.0,endpoint,2025
LDSP,216,3,0,0,departures,0.0,0.0,endpoint,2025
ESGG,216,214,214,214,departures,0.9907407407407407,0.9907407407407407,endpoint,2025
UUWW,216,16,5,5,departures,0.023148148148148147,0.023148148148148147,endpoint,2025
LDZA,215,210,210,210,departures,0.9767441860465116,0.9767441860465116,endpoint,2025
LDSP,215,6,0,0,arrivals,0.0,0.0,endpoint,2025
LDZA,215,191,191,192,arrivals,0.8883720930232558,0.8930232558139535,endpoint,2025
ESGG,214,201,200,203,arrivals,0.9345794392523364,0.9485981308411215,endpoint,2025
UUEE,214,2,1,29,arrivals,0.004672897196261682,0.13551401869158877,endpoint,2025
EDDV,213,212,212,213,departures,0.9953051643192489,1.0,endpoint,2025
GCFV,212,2,0,0,departures,0.0,0.0,endpoint,2025
UUEE,212,60,59,61,departures,0.2783018867924528,0.28773584905660377,endpoint,2025
EGNT,211,197,197,197,departures,0.933649289099526,0.933649289099526,endpoint,2025
GCFV,211,24,0,0,arrivals,0.0,0.0,endpoint,2025
EGNT,211,170,170,170,arrivals,0.8056872037914692,0.8056872037914692,endpoint,2025
EDDV,209,196,196,198,arrivals,0.937799043062201,0.9473684210526315,endpoint,2025
EGGP,208,204,202,205,departures,0.9711538461538461,0.9855769230769231,endpoint,2025
EGGP,206,177,176,180,arrivals,0.8543689320388349,0.8737864077669902,endpoint,2025
LIRQ,202,196,196,197,departures,0.9702970297029703,0.9752475247524752,endpoint,2025
EDDN,201,197,196,197,departures,0.9751243781094527,0.9800995024875622,endpoint,2025
EDDN,199,186,185,191,arrivals,0.9296482412060302,0.9597989949748744,endpoint,2025
LGSA,199,111,110,111,arrivals,0.5527638190954773,0.5577889447236181,endpoint,2025
EGLC,198,197,197,199,departures,0.9949494949494949,1.005050505050505,endpoint,2025
LIRQ,198,193,184,187,arrivals,0.9292929292929293,0.9444444444444444,endpoint,2025
LGSA,196,182,182,184,departures,0.9285714285714286,0.9387755102040817,endpoint,2025
LIEE,195,125,105,106,arrivals,0.5384615384615384,0.5435897435897435,endpoint,2025
EPWR,194,179,179,180,arrivals,0.9226804123711341,0.9278350515463918,endpoint,2025
EPWR,193,186,186,187,departures,0.9637305699481865,0.9689119170984456,endpoint,2025
EGNM,193,156,156,157,arrivals,0.8082901554404145,0.8134715025906736,endpoint,2025
UDYZ,192,2,0,0,departures,0.0,0.0,endpoint,2025
UDYZ,192,1,0,0,arrivals,0.0,0.0,endpoint,2025
LIEE,191,113,112,112,departures,0.5863874345549738,0.5863874345549738,endpoint,2025
EHEH,191,191,189,189,departures,0.9895287958115183,0.9895287958115183,endpoint,2025
EGNM,190,178,177,177,departures,0.9315789473684211,0.9315789473684211,endpoint,2025
EHEH,190,182,180,181,arrivals,0.9473684210526315,0.9526315789473684,endpoint,2025
EYVI,189,154,136,141,arrivals,0.7195767195767195,0.746031746031746,endpoint,2025
EGLC,189,189,189,191,arrivals,1.0,1.0105820105820107,endpoint,2025
EYVI,186,176,176,176,departures,0.946236559139785,0.946236559139785,endpoint,2025
DAAG,186,82,82,83,departures,0.44086021505376344,0.44623655913978494,endpoint,2025
DTTA,186,5,1,1,arrivals,0.005376344086021506,0.005376344086021506,endpoint,2025
DTTA,185,1,1,1,departures,0.005405405405405406,0.005405405405405406,endpoint,2025
DAAG,184,130,128,129,arrivals,0.6956521739130435,0.7010869565217391,endpoint,2025
LFOB,181,180,180,180,departures,0.994475138121547,0.994475138121547,endpoint,2025
LFOB,181,170,170,170,arrivals,0.9392265193370166,0.9392265193370166,endpoint,2025
LDDU,180,3,0,0,arrivals,0.0,0.0,endpoint,2025
LGKO,178,172,171,178,departures,0.9606741573033708,1.0,endpoint,2025
LDDU,177,1,0,0,departures,0.0,0.0,endpoint,2025
LGKO,177,171,170,175,arrivals,0.96045197740113,0.9887005649717514,endpoint,2025
EETN,162,140,139,139,arrivals,0.8580246913580247,0.8580246913580247,endpoint,2025
EPPO,161,154,154,154,departures,0.9565217391304348,0.9565217391304348,endpoint,2025
HESH,161,0,0,0,arrivals,0.0,0.0,endpoint,2025
UMKK,160,3,1,3,departures,0.00625,0.01875,endpoint,2025
EETN,159,148,148,150,departures,0.9308176100628931,0.9433962264150944,endpoint,2025
LPMA,159,155,155,156,departures,0.9748427672955975,0.9811320754716981,endpoint,2025
HESH,159,1,0,0,departures,0.0,0.0,endpoint,2025
UMKK,159,23,8,41,arrivals,0.050314465408805034,0.2578616352201258,endpoint,2025
LPMA,158,10,9,14,arrivals,0.056962025316455694,0.08860759493670886,endpoint,2025
LIMF,157,156,154,155,departures,0.9808917197452229,0.9872611464968153,endpoint,2025
LIMF,157,153,152,153,arrivals,0.9681528662420382,0.9745222929936306,endpoint,2025
LIRA,156,141,141,141,arrivals,0.9038461538461539,0.9038461538461539,endpoint,2025
LIRA,154,152,152,154,departures,0.987012987012987,1.0,endpoint,2025
EPPO,154,139,139,139,arrivals,0.9025974025974026,0.9025974025974026,endpoint,2025
EKBI,154,143,142,142,arrivals,0.922077922077922,0.922077922077922,endpoint,2025
LPPD,153,57,56,123,departures,0.3660130718954248,0.803921568627451,endpoint,2025
EKBI,152,151,151,152,departures,0.993421052631579,1.0,endpoint,2025
LPPD,151,92,82,92,arrivals,0.543046357615894,0.609271523178808,endpoint,2025
ULLI,148,3,1,1,arrivals,0.006756756756756757,0.006756756756756757,endpoint,2025
OLBA,144,125,123,124,departures,0.8541666666666666,0.8611111111111112,endpoint,2025
LIPX,144,144,144,145,departures,1.0,1.0069444444444444,endpoint,2025
OLBA,144,61,57,57,arrivals,0.3958333333333333,0.3958333333333333,endpoint,2025
ENTC,143,69,6,7,arrivals,0.04195804195804196,0.04895104895104895,endpoint,2025
ULLI,142,2,0,0,departures,0.0,0.0,endpoint,2025
LIPX,142,132,132,136,arrivals,0.9295774647887324,0.9577464788732394,endpoint,2025
LGSR,139,5,3,7,departures,0.02158273381294964,0.050359712230215826,endpoint,2025
LGSR,139,5,4,51,arrivals,0.02877697841726619,0.3669064748201439,endpoint,2025
ENTC,138,82,17,17,departures,0.12318840579710146,0.12318840579710146,endpoint,2025
LTCG,138,88,87,101,arrivals,0.6304347826086957,0.7318840579710145,endpoint,2025
EGPD,137,125,125,125,departures,0.9124087591240876,0.9124087591240876,endpoint,2025
EGPD,136,122,122,122,arrivals,0.8970588235294118,0.8970588235294118,endpoint,2025
ENBO,134,129,129,225,departures,0.9626865671641791,1.6791044776119404,endpoint,2025
EBLG,134,133,133,135,departures,0.9925373134328358,1.007462686567164,endpoint,2025
LTDB,133,5,1,1,departures,0.007518796992481203,0.007518796992481203,endpoint,2025
LTCG,133,122,122,133,departures,0.9172932330827067,1.0,endpoint,2025
ENBO,133,126,125,218,arrivals,0.9398496240601504,1.6390977443609023,endpoint,2025
LRCL,130,90,88,89,departures,0.676923076923077,0.6846153846153846,endpoint,2025
LIBR,130,1,0,0,departures,0.0,0.0,endpoint,2025
LRCL,129,44,12,15,arrivals,0.09302325581395349,0.11627906976744186,endpoint,2025
LTDB,129,6,1,2,arrivals,0.007751937984496124,0.015503875968992248,endpoint,2025
LGZA,126,126,126,130,departures,1.0,1.0317460317460319,endpoint,2025
EBLG,126,72,72,72,arrivals,0.5714285714285714,0.5714285714285714,endpoint,2025
LGZA,126,116,116,117,arrivals,0.9206349206349206,0.9285714285714286,endpoint,2025
LIBR,125,0,0,0,arrivals,0.0,0.0,endpoint,2025
EGAC,123,122,121,122,departures,0.983739837398374,0.991869918699187,endpoint,2025
EGAC,123,120,120,121,arrivals,0.975609756097561,0.983739837398374,endpoint,2025
BKPR,120,0,0,0,departures,0.0,0.0,endpoint,2025
BKPR,120,4,0,0,arrivals,0.0,0.0,endpoint,2025
EICK,120,110,109,109,arrivals,0.9083333333333333,0.9083333333333333,endpoint,2025
EICK,119,118,118,118,departures,0.9915966386554622,0.9915966386554622,endpoint,2025
LDZD,118,30,23,27,arrivals,0.19491525423728814,0.2288135593220339,endpoint,2025
OJAI,116,55,55,57,departures,0.47413793103448276,0.49137931034482757,endpoint,2025
OJAI,116,59,6,8,arrivals,0.05172413793103448,0.06896551724137931,endpoint,2025
LDZD,114,53,49,49,departures,0.4298245614035088,0.4298245614035088,endpoint,2025
LICA,112,4,2,2,arrivals,0.017857142857142856,0.017857142857142856,endpoint,2025
EGLF,110,110,110,112,departures,1.0,1.018181818181818,endpoint,2025
LICA,108,2,2,2,departures,0.018518518518518517,0.018518518518518517,endpoint,2025
EGJJ,108,106,106,107,arrivals,0.9814814814814815,0.9907407407407407,endpoint,2025
EGLF,108,101,101,103,arrivals,0.9351851851851852,0.9537037037037037,endpoint,2025
LCPH,107,102,102,102,arrivals,0.9532710280373832,0.9532710280373832,endpoint,2025
LWSK,106,12,8,8,departures,0.07547169811320754,0.07547169811320754,endpoint,2025
OKKK,106,105,105,105,departures,0.9905660377358491,0.9905660377358491,endpoint,2025
LEST,106,77,77,77,arrivals,0.7264150943396226,0.7264150943396226,endpoint,2025
LCPH,105,84,84,84,departures,0.8,0.8,endpoint,2025
LGMK,105,91,89,101,departures,0.8476190476190476,0.9619047619047619,endpoint,2025
LEST,105,95,95,95,departures,0.9047619047619048,0.9047619047619048,endpoint,2025
LZIB,105,101,101,101,departures,0.9619047619047619,0.9619047619047619,endpoint,2025
LEGE,105,103,93,94,arrivals,0.8857142857142857,0.8952380952380953,endpoint,2025
LWSK,105,17,15,18,arrivals,0.14285714285714285,0.17142857142857143,endpoint,2025
LZIB,105,100,100,100,arrivals,0.9523809523809523,0.9523809523809523,endpoint,2025
LEGE,104,103,103,107,departures,0.9903846153846154,1.0288461538461537,endpoint,2025
LGMK,104,84,83,115,arrivals,0.7980769230769231,1.1057692307692308,endpoint,2025
EDJA,104,97,97,97,arrivals,0.9326923076923077,0.9326923076923077,endpoint,2025
EDJA,102,99,99,99,departures,0.9705882352941176,0.9705882352941176,endpoint,2025
OKKK,102,14,12,14,arrivals,0.11764705882352941,0.13725490196078433,endpoint,2025
EGJJ,101,98,97,97,departures,0.9603960396039604,0.9603960396039604,endpoint,2025
EHRD,100,97,95,96,arrivals,0.95,0.96,endpoint,2025
EHRD,99,98,96,97,departures,0.9696969696969697,0.9797979797979798,endpoint,2025
LBBG,97,93,92,92,arrivals,0.9484536082474226,0.9484536082474226,endpoint,2025
LOWS,96,95,95,98,departures,0.9895833333333334,1.0208333333333333,endpoint,2025
LOWS,95,89,88,90,arrivals,0.9263157894736842,0.9473684210526315,endpoint,2025
DTTJ,94,0,0,0,arrivals,0.0,0.0,endpoint,2025
LJLJ,94,84,84,85,arrivals,0.8936170212765957,0.9042553191489362,endpoint,2025
LBBG,93,91,91,93,departures,0.978494623655914,1.0,endpoint,2025
LQSA,93,70,68,68,departures,0.7311827956989247,0.7311827956989247,endpoint,2025
LQSA,93,45,42,44,arrivals,0.45161290322580644,0.4731182795698925,endpoint,2025
GMAD,92,6,0,0,departures,0.0,0.0,endpoint,2025
EGKB,92,90,81,82,departures,0.8804347826086957,0.8913043478260869,endpoint,2025
EINN,91,91,91,92,departures,1.0,1.010989010989011,endpoint,2025
GMAD,91,11,3,3,arrivals,0.03296703296703297,0.03296703296703297,endpoint,2025
EGKB,91,89,81,84,arrivals,0.8901098901098901,0.9230769230769231,endpoint,2025
LJLJ,90,87,87,88,departures,0.9666666666666667,0.9777777777777777,endpoint,2025
DTTJ,89,0,0,0,departures,0.0,0.0,endpoint,2025
UUDD,89,11,7,8,departures,0.07865168539325842,0.0898876404494382,endpoint,2025
EDDW,88,88,87,90,departures,0.9886363636363636,1.0227272727272727,endpoint,2025
GMTT,88,87,87,87,departures,0.9886363636363636,0.9886363636363636,endpoint,2025
EDLW,87,82,82,82,departures,0.9425287356321839,0.9425287356321839,endpoint,2025
EDDW,87,85,84,86,arrivals,0.9655172413793104,0.9885057471264368,endpoint,2025
GMTT,87,86,86,87,arrivals,0.9885057471264368,1.0,endpoint,2025
EDLW,87,84,82,82,arrivals,0.9425287356321839,0.9425287356321839,endpoint,2025
EINN,86,63,63,64,arrivals,0.7325581395348837,0.7441860465116279,endpoint,2025
LIMJ,86,83,82,82,arrivals,0.9534883720930233,0.9534883720930233,endpoint,2025
EGHI,86,76,76,77,arrivals,0.8837209302325582,0.8953488372093024,endpoint,2025
LIPH,85,85,85,85,departures,1.0,1.0,endpoint,2025
GCLA,85,64,40,41,departures,0.47058823529411764,0.4823529411764706,endpoint,2025
LIPH,85,77,77,77,arrivals,0.9058823529411765,0.9058823529411765,endpoint,2025
EDSB,85,75,74,74,arrivals,0.8705882352941177,0.8705882352941177,endpoint,2025
LFKB,84,77,77,77,departures,0.9166666666666666,0.9166666666666666,endpoint,2025
LFKB,84,82,81,81,arrivals,0.9642857142857143,0.9642857142857143,endpoint,2025
GCLA,84,44,43,45,arrivals,0.5119047619047619,0.5357142857142857,endpoint,2025
EGHI,83,71,71,71,departures,0.8554216867469879,0.8554216867469879,endpoint,2025
EGJB,83,82,82,83,departures,0.9879518072289156,1.0,endpoint,2025
LYTV,83,4,0,0,arrivals,0.0,0.0,endpoint,2025
LYTV,82,3,0,0,departures,0.0,0.0,endpoint,2025
EDSB,81,76,76,78,departures,0.9382716049382716,0.9629629629629629,endpoint,2025
EGNS,81,73,73,74,arrivals,0.9012345679012346,0.9135802469135802,endpoint,2025
DTMB,81,1,0,0,arrivals,0.0,0.0,endpoint,2025
EGNS,80,71,71,72,departures,0.8875,0.9,endpoint,2025
LFKJ,80,79,79,79,arrivals,0.9875,0.9875,endpoint,2025
LIMJ,79,78,77,77,departures,0.9746835443037974,0.9746835443037974,endpoint,2025
DTMB,79,0,0,0,departures,0.0,0.0,endpoint,2025
LFKJ,78,78,78,78,departures,1.0,1.0,endpoint,2025
EDFH,77,73,73,73,departures,0.948051948051948,0.948051948051948,endpoint,2025
LYPG,77,2,0,0,departures,0.0,0.0,endpoint,2025
LYPG,77,1,0,0,arrivals,0.0,0.0,endpoint,2025
EKYT,75,73,73,73,departures,0.9733333333333334,0.9733333333333334,endpoint,2025
LBWN,75,68,68,69,arrivals,0.9066666666666666,0.92,endpoint,2025
LFMT,75,73,73,73,arrivals,0.9733333333333334,0.9733333333333334,endpoint,2025
UUDD,75,7,0,0,arrivals,0.0,0.0,endpoint,2025
LFMT,74,73,73,73,departures,0.9864864864864865,0.9864864864864865,endpoint,2025
EDFH,74,67,66,67,arrivals,0.8918918918918919,0.9054054054054054,endpoint,2025
LTAJ,74,1,0,0,arrivals,0.0,0.0,endpoint,2025
EGJB,74,71,68,68,arrivals,0.918918918918919,0.918918918918919,endpoint,2025
LTAU,73,0,0,0,arrivals,0.0,0.0,endpoint,2025
LTAJ,72,1,0,0,departures,0.0,0.0,endpoint,2025
LFMD,72,69,69,71,arrivals,0.9583333333333334,0.9861111111111112,endpoint,2025
EGHH,72,57,55,55,arrivals,0.7638888888888888,0.7638888888888888,endpoint,2025
ENTO,72,65,64,66,arrivals,0.8888888888888888,0.9166666666666666,endpoint,2025
LBWN,71,61,61,61,departures,0.8591549295774648,0.8591549295774648,endpoint,2025
LRIA,71,51,37,38,departures,0.5211267605633803,0.5352112676056338,endpoint,2025
EGHH,71,71,70,70,departures,0.9859154929577465,0.9859154929577465,endpoint,2025
ENTO,71,65,65,67,departures,0.9154929577464789,0.9436619718309859,endpoint,2025
EKYT,71,69,68,68,arrivals,0.9577464788732394,0.9577464788732394,endpoint,2025
LTAU,70,0,0,0,departures,0.0,0.0,endpoint,2025
LEAS,69,62,62,62,departures,0.8985507246376812,0.8985507246376812,endpoint,2025
UGSB,69,39,39,40,arrivals,0.5652173913043478,0.5797101449275363,endpoint,2025
EDLV,69,68,68,68,arrivals,0.9855072463768116,0.9855072463768116,endpoint,2025
EDLV,68,68,68,68,departures,1.0,1.0,endpoint,2025
LERS,68,66,66,66,arrivals,0.9705882352941176,0.9705882352941176,endpoint,2025
LEAS,68,57,57,57,arrivals,0.8382352941176471,0.8382352941176471,endpoint,2025
LRIA,68,38,14,59,arrivals,0.20588235294117646,0.8676470588235294,endpoint,2025
UGSB,67,58,58,63,departures,0.8656716417910447,0.9402985074626866,endpoint,2025
LERS,67,62,62,62,departures,0.9253731343283582,0.9253731343283582,endpoint,2025
URSS,67,0,0,0,arrivals,0.0,0.0,endpoint,2025
LFMD,65,60,60,61,departures,0.9230769230769231,0.9384615384615385,endpoint,2025
LFKF,65,64,61,65,arrivals,0.9384615384615385,1.0,endpoint,2025
GMME,64,55,40,46,departures,0.625,0.71875,endpoint,2025
GMME,63,58,29,31,arrivals,0.4603174603174603,0.49206349206349204,endpoint,2025
LIEA,62,62,62,62,departures,1.0,1.0,endpoint,2025
LGKF,62,62,61,61,departures,0.9838709677419355,0.9838709677419355,endpoint,2025
LIEA,62,62,62,62,arrivals,1.0,1.0,endpoint,2025
LIPQ,61,58,58,58,departures,0.9508196721311475,0.9508196721311475,endpoint,2025
LFKF,61,60,60,65,departures,0.9836065573770492,1.0655737704918034,endpoint,2025
EDDG,60,60,60,60,departures,1.0,1.0,endpoint,2025
EPRZ,60,55,54,54,departures,0.9,0.9,endpoint,2025
LGKF,60,56,56,64,arrivals,0.9333333333333333,1.0666666666666667,endpoint,2025
DTNH,59,0,0,0,departures,0.0,0.0,endpoint,2025
LRTR,59,38,31,31,departures,0.5254237288135594,0.5254237288135594,endpoint,2025
LIPQ,59,59,59,61,arrivals,1.0,1.0338983050847457,endpoint,2025
LTBA,58,58,58,65,departures,1.0,1.1206896551724137,endpoint,2025
DTNH,58,0,0,0,arrivals,0.0,0.0,endpoint,2025
EPRZ,58,48,47,47,arrivals,0.8103448275862069,0.8103448275862069,endpoint,2025
LFBZ,57,57,57,60,arrivals,1.0,1.0526315789473684,endpoint,2025
LRTR,57,25,8,9,arrivals,0.14035087719298245,0.15789473684210525,endpoint,2025
LFQQ,57,56,56,56,arrivals,0.9824561403508771,0.9824561403508771,endpoint,2025
LOWG,56,56,53,54,departures,0.9464285714285714,0.9642857142857143,endpoint,2025
LFQQ,56,56,56,56,departures,1.0,1.0,endpoint,2025
LTCC,56,0,0,0,arrivals,0.0,0.0,endpoint,2025
EDDG,56,50,50,50,arrivals,0.8928571428571429,0.8928571428571429,endpoint,2025
LFBZ,55,51,51,52,departures,0.9272727272727272,0.9454545454545454,endpoint,2025
LTCC,55,2,0,0,departures,0.0,0.0,endpoint,2025
LDPL,55,48,48,50,arrivals,0.8727272727272727,0.9090909090909091,endpoint,2025
LFTH,55,54,54,74,arrivals,0.9818181818181818,1.3454545454545455,endpoint,2025
EYKA,54,52,50,50,departures,0.9259259259259259,0.9259259259259259,endpoint,2025
LOWG,53,51,49,49,arrivals,0.9245283018867925,0.9245283018867925,endpoint,2025
LKTB,52,51,48,48,departures,0.9230769230769231,0.9230769230769231,endpoint,2025
URSS,52,1,0,0,departures,0.0,0.0,endpoint,2025
GMFF,52,46,45,46,departures,0.8653846153846154,0.8846153846153846,endpoint,2025
LTBA,52,48,47,77,arrivals,0.9038461538461539,1.4807692307692308,endpoint,2025
LKTB,52,49,46,47,arrivals,0.8846153846153846,0.9038461538461539,endpoint,2025
GMFF,52,25,23,25,arrivals,0.4423076923076923,0.4807692307692308,endpoint,2025
LFTH,51,45,45,56,departures,0.8823529411764706,1.0980392156862746,endpoint,2025
EGPE,51,48,48,48,departures,0.9411764705882353,0.9411764705882353,endpoint,2025
EHKD,50,49,49,78,departures,0.98,1.56,endpoint,2025
LFST,50,48,48,48,arrivals,0.96,0.96,endpoint,2025
EYKA,50,23,13,24,arrivals,0.26,0.48,endpoint,2025
LDPL,49,44,44,45,departures,0.8979591836734694,0.9183673469387755,endpoint,2025
UGKO,49,0,0,2,departures,0.0,0.04081632653061224,endpoint,2025
LFST,49,47,47,47,departures,0.9591836734693877,0.9591836734693877,endpoint,2025
DAOO,49,40,38,44,arrivals,0.7755102040816326,0.8979591836734694,endpoint,2025
UGKO,49,2,1,1,arrivals,0.02040816326530612,0.02040816326530612,endpoint,2025
EGFF,49,42,40,40,arrivals,0.8163265306122449,0.8163265306122449,endpoint,2025
EGPE,49,45,45,45,arrivals,0.9183673469387755,0.9183673469387755,endpoint,2025
DAOO,48,37,37,37,departures,0.7708333333333334,0.7708333333333334,endpoint,2025
EGFF,48,47,47,48,departures,0.9791666666666666,1.0,endpoint,2025
UBBN,48,0,0,0,departures,0.0,0.0,endpoint,2025
ENCN,48,48,48,48,departures,1.0,1.0,endpoint,2025
EHKD,48,43,43,70,arrivals,0.8958333333333334,1.4583333333333333,endpoint,2025
ENAL,48,27,1,1,arrivals,0.020833333333333332,0.020833333333333332,endpoint,2025
UBBN,48,1,0,0,arrivals,0.0,0.0,endpoint,2025
ORBI,48,5,0,0,arrivals,0.0,0.0,endpoint,2025
LFRB,47,41,41,41,departures,0.8723404255319149,0.8723404255319149,endpoint,2025
ENAL,46,9,1,1,departures,0.021739130434782608,0.021739130434782608,endpoint,2025
ENKB,46,4,4,4,departures,0.08695652173913043,0.08695652173913043,endpoint,2025
LGPZ,46,37,13,33,arrivals,0.2826086956521739,0.717391304347826,endpoint,2025
LTFH,45,7,7,8,departures,0.15555555555555556,0.17777777777777778,endpoint,2025
LGPZ,45,31,24,26,departures,0.5333333333333333,0.5777777777777777,endpoint,2025
EDDC,45,44,44,44,departures,0.9777777777777777,0.9777777777777777,endpoint,2025
LGPA,45,8,0,0,departures,0.0,0.0,endpoint,2025
LTFH,45,7,6,6,arrivals,0.13333333333333333,0.13333333333333333,endpoint,2025
EDDC,45,44,44,44,arrivals,0.9777777777777777,0.9777777777777777,endpoint,2025
LIRI,44,29,27,31,departures,0.6136363636363636,0.7045454545454546,endpoint,2025
GEML,44,44,44,46,departures,1.0,1.0454545454545454,endpoint,2025
ORER,44,1,0,0,departures,0.0,0.0,endpoint,2025
