month,adep_accuracy,adep_coverage,adep_overall,ades_accuracy,ades_coverage,ades_overall,max_endpoint_agl_ft,max_endpoint_dist_nm,n_ground_truth,days,cleaned
2025-06,0.9890820932954355,0.6288111358761933,0.6219458345599058,0.967840341076154,0.5721014340384373,0.553702847049918,2000.0,40.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.9863521889279305,0.6971592581689726,0.6876445603263384,0.9572608313363102,0.6098132806257622,0.5837503679717397,5000.0,40.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.9826132541173387,0.721992093864334,0.7094390007990243,0.9492724602856761,0.6300517263131334,0.5980907523445057,8000.0,40.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.9795807708223342,0.7367950712813828,0.7217502838639135,0.9411074727530424,0.6453488372093024,0.607342613230161,10000.0,40.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.9722556963778655,0.7590205643635141,0.7379620673703688,0.9254524244908254,0.6669330081164052,0.6172147693342865,15000.0,40.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.965568535400404,0.7703856343832793,0.7438601286849741,0.9102320626244846,0.680926447705959,0.6198010849909584,20000.0,40.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.9086165886595565,0.8221329744732747,0.7470036586904412,0.8288755605986924,0.778291770049203,0.6451070272088818,1000000000.0,40.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.9873467073084284,0.29662727616804746,0.2928739644223895,0.9654922998101323,0.3488477227806047,0.33680979015097356,0.0,1000000000.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.9883760327347598,0.40339164809285505,0.3987026367803524,0.96990837151187,0.504857226964969,0.48966525085159174,500.0,1000000000.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.9890587352371925,0.5323394591866774,0.5265149922200261,0.9685813784394015,0.5494554018251399,0.5321922704907691,1000.0,1000000000.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.9887514624770182,0.6290214054417763,0.6219458345599058,0.9664911089497734,0.5729109718659321,0.5537133605281972,2000.0,1000000000.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.9859061515503234,0.6974746625173472,0.6876445603263384,0.9554347264999914,0.6110118171495857,0.5837819084065772,5000.0,1000000000.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.9820841216707903,0.7223810925606627,0.7094390007990243,0.9470801704621121,0.6315656671853316,0.5981433197359014,8000.0,1000000000.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.9788544622360372,0.7373417721518988,0.7217502838639135,0.9387002437043055,0.6471045880819211,0.6074372345346735,10000.0,1000000000.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.970604501963387,0.7603768030615249,0.7380251482400437,0.9221596347261231,0.6700555111653139,0.6178981454224316,15000.0,1000000000.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.9627001604001849,0.773434543084234,0.7445855586862358,0.9050494550012994,0.6877181546742924,0.6224189410824678,20000.0,1000000000.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
2025-06,0.8849667361731705,0.8470499179948694,0.7496110013036713,0.7873915425484476,0.8251713696959502,0.6497329576517095,1000000000.0,1000000000.0,95116,"2025-06-05,2025-06-06,2025-06-07",False
